# covariate data from Gray et al. (2015) Genetics 201:213-228
# nrow 1212
# ncol 10
ID,sex,Mom,Dad,grandparents,Cross,direction,DOB,wean,pgm
740,F,637,645,555:522,A,GW,2011-10-03,2011-10-31,0
749,F,643,645,555:522,A,GW,2011-10-11,2011-11-08,0
757,F,626,624,526:554,A,WG,2011-10-12,2011-11-08,1
765,F,643,645,555:522,A,GW,2011-11-07,2011-12-06,0
773,M,626,624,526:554,A,WG,2011-11-07,2011-12-06,1
810,F,638,654,555:522,A,GW,2011-11-14,2011-12-08,0
818,F,640,655,555:522,A,GW,2011-12-01,2011-12-29,0
851,M,653,663,555:522,A,GW,2011-12-06,2012-01-03,0
874,M,638,654,555:522,A,GW,2011-12-08,2012-01-05,0
893,M,657,658,555:522,A,GW,2011-12-15,2012-01-11,0
766,F,643,645,555:522,A,GW,2011-11-07,2011-12-06,0
804,F,638,654,555:522,A,GW,2011-11-14,2011-12-08,0
811,F,657,658,555:522,A,GW,2011-11-21,2011-12-15,0
819,M,640,655,555:522,A,GW,2011-12-01,2011-12-29,0
852,M,653,663,555:522,A,GW,2011-12-06,2012-01-03,0
875,M,638,654,555:522,A,GW,2011-12-08,2012-01-05,0
883,M,638,654,555:522,A,GW,2011-12-08,2012-01-05,0
894,M,657,658,555:522,A,GW,2011-12-15,2012-01-11,0
767,F,643,645,555:522,A,GW,2011-11-07,2011-12-06,0
805,F,638,654,555:522,A,GW,2011-11-14,2011-12-08,0
812,F,657,658,555:522,A,GW,2011-11-21,2011-12-15,0
820,F,640,655,555:522,A,GW,2011-12-01,2011-12-29,0
853,M,653,663,555:522,A,GW,2011-12-06,2012-01-03,0
876,M,638,654,555:522,A,GW,2011-12-08,2012-01-05,0
895,F,657,658,555:522,A,GW,2011-12-15,2012-01-11,0
768,M,643,645,555:522,A,GW,2011-11-07,2011-12-06,0
806,M,638,654,555:522,A,GW,2011-11-14,2011-12-08,0
813,F,657,658,555:522,A,GW,2011-11-21,2011-12-15,0
821,F,640,655,555:522,A,GW,2011-12-01,2011-12-29,0
854,M,653,663,555:522,A,GW,2011-12-06,2012-01-03,0
877,M,638,654,555:522,A,GW,2011-12-08,2012-01-05,0
888,F,657,658,555:522,A,GW,2011-12-15,2012-01-11,0
896,M,657,658,555:522,A,GW,2011-12-15,2012-01-11,0
769,F,643,645,555:522,A,GW,2011-11-07,2011-12-06,0
814,F,657,658,555:522,A,GW,2011-11-21,2011-12-15,0
822,F,640,655,555:522,A,GW,2011-12-01,2011-12-29,0
878,M,638,654,555:522,A,GW,2011-12-08,2012-01-05,0
889,M,657,658,555:522,A,GW,2011-12-15,2012-01-11,0
897,M,657,658,555:522,A,GW,2011-12-15,2012-01-11,0
770,F,626,624,526:554,A,WG,2011-11-07,2011-12-06,1
807,F,638,654,555:522,A,GW,2011-11-14,2011-12-08,0
815,M,657,658,555:522,A,GW,2011-11-21,2011-12-15,0
823,M,640,655,555:522,A,GW,2011-12-01,2011-12-29,0
856,F,653,663,555:522,A,GW,2011-12-06,2012-01-03,0
890,M,657,658,555:522,A,GW,2011-12-15,2012-01-11,0
898,M,659,662,555:522,A,GW,2011-12-25,2012-01-21,0
771,M,626,624,526:554,A,WG,2011-11-07,2011-12-06,1
808,M,638,654,555:522,A,GW,2011-11-14,2011-12-08,0
816,F,657,658,555:522,A,GW,2011-11-21,2011-12-15,0
857,M,653,663,555:522,A,GW,2011-12-06,2012-01-03,0
880,M,638,654,555:522,A,GW,2011-12-08,2012-01-05,0
891,M,657,658,555:522,A,GW,2011-12-15,2012-01-11,0
900,F,659,662,555:522,A,GW,2011-12-25,2012-01-21,0
772,M,626,624,526:554,A,WG,2011-11-07,2011-12-06,1
802,F,638,654,555:522,A,GW,2011-11-14,2011-12-08,0
809,M,638,654,555:522,A,GW,2011-11-14,2011-12-08,0
817,M,657,658,555:522,A,GW,2011-11-21,2011-12-15,0
873,M,638,654,555:522,A,GW,2011-12-08,2012-01-05,0
881,M,638,654,555:522,A,GW,2011-12-08,2012-01-05,0
892,F,657,658,555:522,A,GW,2011-12-15,2012-01-11,0
901,F,659,662,555:522,A,GW,2011-12-25,2012-01-21,0
909,M,626,624,526:554,A,WG,2011-12-28,2012-01-22,1
917,M,637,645,555:522,A,GW,2011-12-28,2012-01-25,0
925,F,644,663,555:522,A,GW,2011-12-30,2012-01-26,0
932,M,642,661,555:522,A,GW,2011-12-31,2012-01-24,0
940,F,657,658,555:522,A,GW,2012-01-11,2012-02-08,0
955,F,626,624,526:554,A,WG,2012-01-22,2012-02-19,1
963,F,642,661,555:522,A,GW,2012-01-24,2012-02-21,0
971,F,644,663,555:522,A,GW,2012-01-26,2012-02-23,0
982,M,659,662,555:522,A,GW,2012-02-14,2012-03-13,0
990,F,625,624,526:554,A,WG,2012-02-19,2012-03-15,1
902,F,659,662,555:522,A,GW,2011-12-25,2012-01-21,0
910,M,626,624,526:554,A,WG,2011-12-28,2012-01-22,1
918,M,637,645,555:522,A,GW,2011-12-28,2012-01-25,0
926,F,644,663,555:522,A,GW,2011-12-30,2012-01-26,0
933,F,642,661,555:522,A,GW,2011-12-31,2012-01-24,0
948,F,640,655,555:522,A,GW,2012-01-17,2012-02-14,0
956,F,626,624,526:554,A,WG,2012-01-22,2012-02-19,1
964,M,642,661,555:522,A,GW,2012-01-24,2012-02-21,0
972,M,644,663,555:522,A,GW,2012-01-26,2012-02-23,0
983,M,659,662,555:522,A,GW,2012-02-14,2012-03-13,0
991,F,625,624,526:554,A,WG,2012-02-19,2012-03-15,1
903,M,659,662,555:522,A,GW,2011-12-25,2012-01-21,0
911,M,637,645,555:522,A,GW,2011-12-28,2012-01-25,0
919,F,637,645,555:522,A,GW,2011-12-28,2012-01-25,0
934,M,657,658,555:522,A,GW,2012-01-11,2012-02-08,0
941,M,657,658,555:522,A,GW,2012-01-11,2012-02-08,0
949,F,626,624,526:554,A,WG,2012-01-22,2012-02-19,1
957,F,626,624,526:554,A,WG,2012-01-22,2012-02-19,1
973,M,644,663,555:522,A,GW,2012-01-26,2012-02-23,0
984,M,659,662,555:522,A,GW,2012-02-14,2012-03-13,0
992,F,625,624,526:554,A,WG,2012-02-19,2012-03-15,1
904,M,626,624,526:554,A,WG,2011-12-28,2012-01-22,1
912,F,637,645,555:522,A,GW,2011-12-28,2012-01-25,0
920,M,637,645,555:522,A,GW,2011-12-28,2012-01-25,0
927,M,644,663,555:522,A,GW,2011-12-30,2012-01-26,0
935,F,657,658,555:522,A,GW,2012-01-11,2012-02-08,0
942,F,640,655,555:522,A,GW,2012-01-17,2012-02-14,0
950,F,626,624,526:554,A,WG,2012-01-22,2012-02-19,1
958,F,642,661,555:522,A,GW,2012-01-24,2012-02-21,0
966,M,642,661,555:522,A,GW,2012-01-24,2012-02-21,0
974,M,644,663,555:522,A,GW,2012-01-26,2012-02-23,0
993,F,668,739,526:554,A,WG,2012-02-22,2012-03-21,1
913,M,637,645,555:522,A,GW,2011-12-28,2012-01-25,0
921,F,644,663,555:522,A,GW,2011-12-30,2012-01-26,0
928,F,644,663,555:522,A,GW,2011-12-30,2012-01-26,0
936,F,657,658,555:522,A,GW,2012-01-11,2012-02-08,0
943,M,640,655,555:522,A,GW,2012-01-17,2012-02-14,0
951,F,626,624,526:554,A,WG,2012-01-22,2012-02-19,1
959,M,642,661,555:522,A,GW,2012-01-24,2012-02-21,0
967,M,642,661,555:522,A,GW,2012-01-24,2012-02-21,0
975,M,644,663,555:522,A,GW,2012-01-26,2012-02-23,0
986,F,659,662,555:522,A,GW,2012-02-14,2012-03-13,0
994,F,668,739,526:554,A,WG,2012-02-22,2012-03-21,1
906,M,626,624,526:554,A,WG,2011-12-28,2012-01-22,1
914,M,637,645,555:522,A,GW,2011-12-28,2012-01-25,0
922,F,644,663,555:522,A,GW,2011-12-30,2012-01-26,0
937,M,657,658,555:522,A,GW,2012-01-11,2012-02-08,0
944,M,640,655,555:522,A,GW,2012-01-17,2012-02-14,0
952,M,626,624,526:554,A,WG,2012-01-22,2012-02-19,1
960,M,642,661,555:522,A,GW,2012-01-24,2012-02-21,0
968,F,644,663,555:522,A,GW,2012-01-26,2012-02-23,0
976,F,644,663,555:522,A,GW,2012-01-26,2012-02-23,0
995,F,668,739,526:554,A,WG,2012-02-22,2012-03-21,1
907,F,626,624,526:554,A,WG,2011-12-28,2012-01-22,1
915,M,637,645,555:522,A,GW,2011-12-28,2012-01-25,0
923,F,644,663,555:522,A,GW,2011-12-30,2012-01-26,0
930,F,642,661,555:522,A,GW,2011-12-31,2012-01-24,0
938,M,657,658,555:522,A,GW,2012-01-11,2012-02-08,0
945,M,640,655,555:522,A,GW,2012-01-17,2012-02-14,0
953,F,626,624,526:554,A,WG,2012-01-22,2012-02-19,1
961,M,642,661,555:522,A,GW,2012-01-24,2012-02-21,0
969,M,644,663,555:522,A,GW,2012-01-26,2012-02-23,0
980,F,659,662,555:522,A,GW,2012-02-14,2012-03-13,0
996,F,668,739,526:554,A,WG,2012-02-22,2012-03-21,1
908,F,626,624,526:554,A,WG,2011-12-28,2012-01-22,1
916,M,637,645,555:522,A,GW,2011-12-28,2012-01-25,0
924,M,644,663,555:522,A,GW,2011-12-30,2012-01-26,0
931,M,642,661,555:522,A,GW,2011-12-31,2012-01-24,0
939,F,657,658,555:522,A,GW,2012-01-11,2012-02-08,0
946,M,640,655,555:522,A,GW,2012-01-17,2012-02-14,0
954,F,626,624,526:554,A,WG,2012-01-22,2012-02-19,1
962,F,642,661,555:522,A,GW,2012-01-24,2012-02-21,0
970,M,644,663,555:522,A,GW,2012-01-26,2012-02-23,0
981,F,659,662,555:522,A,GW,2012-02-14,2012-03-13,0
997,M,668,739,526:554,A,WG,2012-02-22,2012-03-21,1
1004,M,737,738,526:554,A,WG,2012-02-27,2012-03-24,1
1025,F,736,624,526:554,A,WG,2012-03-13,2012-04-06,1
1042,M,671,738,526:554,A,WG,2012-03-22,2012-04-19,1
1050,M,671,738,526:554,A,WG,2012-03-22,2012-04-19,1
1057,M,737,738,526:554,A,WG,2012-03-24,2012-04-21,1
1065,M,736,624,526:554,A,WG,2012-04-06,2012-05-04,1
1073,M,669,739,526:554,A,WG,2012-04-10,2012-05-07,1
1090,M,668,624,526:554,A,WG,2012-04-18,2012-05-15,1
998,M,668,739,526:554,A,WG,2012-02-22,2012-03-21,1
1026,M,736,624,526:554,A,WG,2012-03-13,2012-04-06,1
1035,M,625,624,526:554,A,WG,2012-03-15,2012-04-12,1
1043,F,671,738,526:554,A,WG,2012-03-22,2012-04-19,1
1051,M,671,738,526:554,A,WG,2012-03-22,2012-04-19,1
1058,F,737,738,526:554,A,WG,2012-03-24,2012-04-21,1
1066,M,736,624,526:554,A,WG,2012-04-06,2012-05-04,1
1074,F,669,739,526:554,A,WG,2012-04-10,2012-05-07,1
1091,F,668,624,526:554,A,WG,2012-04-18,2012-05-15,1
999,F,668,739,526:554,A,WG,2012-02-22,2012-03-21,1
1006,M,737,738,526:554,A,WG,2012-02-27,2012-03-24,1
1027,M,736,624,526:554,A,WG,2012-03-13,2012-04-06,1
1036,M,625,624,526:554,A,WG,2012-03-15,2012-04-12,1
1044,M,671,738,526:554,A,WG,2012-03-22,2012-04-19,1
1052,F,737,738,526:554,A,WG,2012-03-24,2012-04-21,1
1067,F,736,624,526:554,A,WG,2012-04-06,2012-05-04,1
1075,M,669,739,526:554,A,WG,2012-04-10,2012-05-07,1
1092,F,668,624,526:554,A,WG,2012-04-18,2012-05-15,1
1000,F,668,739,526:554,A,WG,2012-02-22,2012-03-21,1
1007,F,737,738,526:554,A,WG,2012-02-27,2012-03-24,1
1028,F,736,624,526:554,A,WG,2012-03-13,2012-04-06,1
1037,F,669,739,526:554,A,WG,2012-03-20,2012-04-10,1
1045,M,671,738,526:554,A,WG,2012-03-22,2012-04-19,1
1068,F,736,624,526:554,A,WG,2012-04-06,2012-05-04,1
1076,F,669,739,526:554,A,WG,2012-04-10,2012-05-07,1
1085,F,668,624,526:554,A,WG,2012-04-18,2012-05-15,1
1093,M,668,624,526:554,A,WG,2012-04-18,2012-05-15,1
1008,M,737,738,526:554,A,WG,2012-02-27,2012-03-24,1
1030,F,625,624,526:554,A,WG,2012-03-15,2012-04-12,1
1038,F,669,739,526:554,A,WG,2012-03-20,2012-04-10,1
1046,F,671,738,526:554,A,WG,2012-03-22,2012-04-19,1
1053,F,737,738,526:554,A,WG,2012-03-24,2012-04-21,1
1069,M,736,624,526:554,A,WG,2012-04-06,2012-05-04,1
1077,M,669,739,526:554,A,WG,2012-04-10,2012-05-07,1
1086,M,668,624,526:554,A,WG,2012-04-18,2012-05-15,1
1001,F,737,738,526:554,A,WG,2012-02-27,2012-03-24,1
1031,M,625,624,526:554,A,WG,2012-03-15,2012-04-12,1
1047,M,671,738,526:554,A,WG,2012-03-22,2012-04-19,1
1054,M,737,738,526:554,A,WG,2012-03-24,2012-04-21,1
1070,F,736,624,526:554,A,WG,2012-04-06,2012-05-04,1
1079,M,669,739,526:554,A,WG,2012-04-10,2012-05-07,1
1087,M,668,624,526:554,A,WG,2012-04-18,2012-05-15,1
1002,F,737,738,526:554,A,WG,2012-02-27,2012-03-24,1
1032,M,625,624,526:554,A,WG,2012-03-15,2012-04-12,1
1040,M,669,739,526:554,A,WG,2012-03-20,2012-04-10,1
1048,F,671,738,526:554,A,WG,2012-03-22,2012-04-19,1
1055,M,737,738,526:554,A,WG,2012-03-24,2012-04-21,1
1071,F,669,739,526:554,A,WG,2012-04-10,2012-05-07,1
1088,M,668,624,526:554,A,WG,2012-04-18,2012-05-15,1
1003,F,737,738,526:554,A,WG,2012-02-27,2012-03-24,1
1024,M,736,624,526:554,A,WG,2012-03-13,2012-04-06,1
1033,M,625,624,526:554,A,WG,2012-03-15,2012-04-12,1
1041,F,669,739,526:554,A,WG,2012-03-20,2012-04-10,1
1049,M,671,738,526:554,A,WG,2012-03-22,2012-04-19,1
1056,M,737,738,526:554,A,WG,2012-03-24,2012-04-21,1
1064,M,736,624,526:554,A,WG,2012-04-06,2012-05-04,1
1072,F,669,739,526:554,A,WG,2012-04-10,2012-05-07,1
1089,M,668,624,526:554,A,WG,2012-04-18,2012-05-15,1
1105,F,671,738,526:554,A,WG,2012-05-01,2012-05-29,1
1113,M,625,739,526:554,A,WG,2012-05-03,2012-05-25,1
1120,F,669,739,526:554,A,WG,2012-05-07,2012-06-04,1
1128,F,669,739,526:554,A,WG,2012-05-07,2012-06-04,1
1136,M,668,624,526:554,A,WG,2012-05-15,2012-06-12,1
1152,M,625,739,526:554,A,WG,2012-05-25,2012-06-19,1
1168,M,736,738,526:554,A,WG,2012-05-25,2012-06-22,1
1175,F,1018,1015,686:791,B,WG,2012-05-30,2012-06-27,1
1202,F,1009,1012,784:687,B,GW,2012-06-04,2012-06-28,0
1121,F,669,739,526:554,A,WG,2012-05-07,2012-06-04,1
1137,M,668,624,526:554,A,WG,2012-05-15,2012-06-12,1
1153,F,625,739,526:554,A,WG,2012-05-25,2012-06-19,1
1161,F,625,739,526:554,A,WG,2012-05-25,2012-06-19,1
1169,F,736,738,526:554,A,WG,2012-05-25,2012-06-22,1
1195,F,1017,1015,686:791,B,WG,2012-06-02,2012-06-24,1
1107,F,671,738,526:554,A,WG,2012-05-01,2012-05-29,1
1114,F,625,739,526:554,A,WG,2012-05-03,2012-05-25,1
1122,M,669,739,526:554,A,WG,2012-05-07,2012-06-04,1
1138,F,668,624,526:554,A,WG,2012-05-15,2012-06-12,1
1154,F,625,739,526:554,A,WG,2012-05-25,2012-06-19,1
1162,M,736,738,526:554,A,WG,2012-05-25,2012-06-22,1
1196,M,1017,1015,686:791,B,WG,2012-06-02,2012-06-24,1
1204,M,626,624,526:554,A,WG,2012-06-05,2012-07-03,1
1100,F,671,738,526:554,A,WG,2012-05-01,2012-05-29,1
1108,M,671,738,526:554,A,WG,2012-05-01,2012-05-29,1
1115,F,625,739,526:554,A,WG,2012-05-03,2012-05-25,1
1123,M,669,739,526:554,A,WG,2012-05-07,2012-06-04,1
1139,M,668,624,526:554,A,WG,2012-05-15,2012-06-12,1
1155,F,625,739,526:554,A,WG,2012-05-25,2012-06-19,1
1170,M,1018,1015,686:791,B,WG,2012-05-30,2012-06-27,1
1197,F,1017,1015,686:791,B,WG,2012-06-02,2012-06-24,1
1205,M,626,624,526:554,A,WG,2012-06-05,2012-07-03,1
1101,M,671,738,526:554,A,WG,2012-05-01,2012-05-29,1
1109,F,671,738,526:554,A,WG,2012-05-01,2012-05-29,1
1116,F,625,739,526:554,A,WG,2012-05-03,2012-05-25,1
1124,M,669,739,526:554,A,WG,2012-05-07,2012-06-04,1
1140,M,668,624,526:554,A,WG,2012-05-15,2012-06-12,1
1156,M,625,739,526:554,A,WG,2012-05-25,2012-06-19,1
1164,F,736,738,526:554,A,WG,2012-05-25,2012-06-22,1
1171,M,1018,1015,686:791,B,WG,2012-05-30,2012-06-27,1
1198,M,1017,1015,686:791,B,WG,2012-06-02,2012-06-24,1
1206,F,1062,1059,686:791,B,WG,2012-06-06,2012-06-28,1
1102,M,671,738,526:554,A,WG,2012-05-01,2012-05-29,1
1110,M,671,738,526:554,A,WG,2012-05-01,2012-05-29,1
1117,F,625,739,526:554,A,WG,2012-05-03,2012-05-25,1
1125,F,669,739,526:554,A,WG,2012-05-07,2012-06-04,1
1141,M,668,624,526:554,A,WG,2012-05-15,2012-06-12,1
1157,M,625,739,526:554,A,WG,2012-05-25,2012-06-19,1
1165,F,736,738,526:554,A,WG,2012-05-25,2012-06-22,1
1172,F,1018,1015,686:791,B,WG,2012-05-30,2012-06-27,1
1199,F,1017,1015,686:791,B,WG,2012-06-02,2012-06-24,1
1103,F,671,738,526:554,A,WG,2012-05-01,2012-05-29,1
1111,M,625,739,526:554,A,WG,2012-05-03,2012-05-25,1
1118,M,625,739,526:554,A,WG,2012-05-03,2012-05-25,1
1126,F,669,739,526:554,A,WG,2012-05-07,2012-06-04,1
1142,F,668,624,526:554,A,WG,2012-05-15,2012-06-12,1
1158,M,625,739,526:554,A,WG,2012-05-25,2012-06-19,1
1166,M,736,738,526:554,A,WG,2012-05-25,2012-06-22,1
1173,M,1018,1015,686:791,B,WG,2012-05-30,2012-06-27,1
1200,M,1009,1012,784:687,B,GW,2012-06-04,2012-06-28,0
1208,F,1062,1059,686:791,B,WG,2012-06-06,2012-06-28,1
1104,M,671,738,526:554,A,WG,2012-05-01,2012-05-29,1
1112,F,625,739,526:554,A,WG,2012-05-03,2012-05-25,1
1119,M,669,739,526:554,A,WG,2012-05-07,2012-06-04,1
1127,M,669,739,526:554,A,WG,2012-05-07,2012-06-04,1
1159,F,625,739,526:554,A,WG,2012-05-25,2012-06-19,1
1167,M,736,738,526:554,A,WG,2012-05-25,2012-06-22,1
1174,M,1018,1015,686:791,B,WG,2012-05-30,2012-06-27,1
1201,F,1009,1012,784:687,B,GW,2012-06-04,2012-06-28,0
1214,F,737,738,526:554,A,WG,2012-06-06,2012-07-04,1
1217,M,737,738,526:554,A,WG,2012-06-06,2012-07-04,1
1226,F,1016,1013,686:791,B,WG,2012-06-08,2012-07-06,1
1234,M,1014,1013,686:791,B,WG,2012-06-10,2012-06-29,1
1241,F,668,624,526:554,A,WG,2012-06-14,2012-07-12,1
1249,M,625,739,526:554,A,WG,2012-06-19,2012-07-17,1
1257,M,671,738,526:554,A,WG,2012-06-21,2012-07-17,1
1265,M,669,739,526:554,A,WG,2012-06-24,2012-07-19,1
1273,F,1009,1012,784:687,B,GW,2012-06-28,2012-07-26,0
1282,M,1062,1059,686:791,B,WG,2012-06-28,2012-07-23,1
1298,M,1014,1013,686:791,B,WG,2012-06-29,2012-07-26,1
1210,F,1061,1063,686:791,B,WG,2012-06-06,2012-07-02,1
1218,M,737,738,526:554,A,WG,2012-06-06,2012-07-04,1
1235,F,1014,1013,686:791,B,WG,2012-06-10,2012-06-29,1
1242,M,625,739,526:554,A,WG,2012-06-19,2012-07-17,1
1250,M,671,738,526:554,A,WG,2012-06-21,2012-07-17,1
1258,F,1017,1015,686:791,B,WG,2012-06-23,2012-07-20,1
1266,M,669,739,526:554,A,WG,2012-06-24,2012-07-19,1
1274,F,1009,1012,784:687,B,GW,2012-06-28,2012-07-26,0
1299,F,1061,1063,686:791,B,WG,2012-07-02,2012-07-27,1
1219,F,737,738,526:554,A,WG,2012-06-06,2012-07-04,1
1228,M,1016,1013,686:791,B,WG,2012-06-08,2012-07-06,1
1236,F,668,624,526:554,A,WG,2012-06-14,2012-07-12,1
1243,F,625,739,526:554,A,WG,2012-06-19,2012-07-17,1
1251,F,671,738,526:554,A,WG,2012-06-21,2012-07-17,1
1259,M,1017,1015,686:791,B,WG,2012-06-23,2012-07-20,1
1267,F,669,739,526:554,A,WG,2012-06-24,2012-07-19,1
1285,F,640,655,555:522,A,GW,2012-06-29,2012-07-24,0
1293,M,1014,1013,686:791,B,WG,2012-06-29,2012-07-26,1
1300,M,1061,1063,686:791,B,WG,2012-07-02,2012-07-27,1
1212,F,1061,1063,686:791,B,WG,2012-06-06,2012-07-02,1
1229,F,1016,1013,686:791,B,WG,2012-06-08,2012-07-06,1
1244,M,625,739,526:554,A,WG,2012-06-19,2012-07-17,1
1252,M,671,738,526:554,A,WG,2012-06-21,2012-07-17,1
1260,M,1017,1015,686:791,B,WG,2012-06-23,2012-07-20,1
1268,F,669,739,526:554,A,WG,2012-06-24,2012-07-19,1
1276,F,1009,1012,784:687,B,GW,2012-06-28,2012-07-26,0
1286,F,640,655,555:522,A,GW,2012-06-29,2012-07-24,0
1294,F,1014,1013,686:791,B,WG,2012-06-29,2012-07-26,1
1301,M,1061,1063,686:791,B,WG,2012-07-02,2012-07-27,1
1237,F,668,624,526:554,A,WG,2012-06-14,2012-07-12,1
1245,F,625,739,526:554,A,WG,2012-06-19,2012-07-17,1
1253,F,671,738,526:554,A,WG,2012-06-21,2012-07-17,1
1261,M,1017,1015,686:791,B,WG,2012-06-23,2012-07-20,1
1269,F,669,739,526:554,A,WG,2012-06-24,2012-07-19,1
1277,F,1009,1012,784:687,B,GW,2012-06-28,2012-07-26,0
1295,F,1014,1013,686:791,B,WG,2012-06-29,2012-07-26,1
1231,M,640,655,555:522,A,GW,2012-06-09,2012-06-29,0
1238,M,668,624,526:554,A,WG,2012-06-14,2012-07-12,1
1246,M,625,739,526:554,A,WG,2012-06-19,2012-07-17,1
1254,F,671,738,526:554,A,WG,2012-06-21,2012-07-17,1
1262,F,1017,1015,686:791,B,WG,2012-06-23,2012-07-20,1
1270,F,669,739,526:554,A,WG,2012-06-24,2012-07-19,1
1279,F,1062,1059,686:791,B,WG,2012-06-28,2012-07-23,1
1288,F,640,655,555:522,A,GW,2012-06-29,2012-07-24,0
1303,M,1061,1063,686:791,B,WG,2012-07-02,2012-07-27,1
1215,F,737,738,526:554,A,WG,2012-06-06,2012-07-04,1
1232,F,640,655,555:522,A,GW,2012-06-09,2012-06-29,0
1239,F,668,624,526:554,A,WG,2012-06-14,2012-07-12,1
1247,M,625,739,526:554,A,WG,2012-06-19,2012-07-17,1
1255,F,671,738,526:554,A,WG,2012-06-21,2012-07-17,1
1271,F,669,739,526:554,A,WG,2012-06-24,2012-07-19,1
1289,M,640,655,555:522,A,GW,2012-06-29,2012-07-24,0
1296,M,1014,1013,686:791,B,WG,2012-06-29,2012-07-26,1
1304,M,1061,1063,686:791,B,WG,2012-07-02,2012-07-27,1
1216,F,737,738,526:554,A,WG,2012-06-06,2012-07-04,1
1233,M,1014,1013,686:791,B,WG,2012-06-10,2012-06-29,1
1240,F,668,624,526:554,A,WG,2012-06-14,2012-07-12,1
1248,F,625,739,526:554,A,WG,2012-06-19,2012-07-17,1
1256,F,671,738,526:554,A,WG,2012-06-21,2012-07-17,1
1264,F,1017,1015,686:791,B,WG,2012-06-23,2012-07-20,1
1272,M,669,739,526:554,A,WG,2012-06-24,2012-07-19,1
1281,M,1062,1059,686:791,B,WG,2012-06-28,2012-07-23,1
1290,F,640,655,555:522,A,GW,2012-06-29,2012-07-24,0
1309,M,1082,1080,784:687,B,GW,2012-07-05,2012-07-28,0
1317,F,1084,1081,784:687,B,GW,2012-07-05,2012-07-27,0
1325,M,1011,1012,784:687,B,GW,2012-07-12,2012-08-09,0
1333,F,671,738,526:554,A,WG,2012-07-17,2012-08-14,1
1350,M,669,739,526:554,A,WG,2012-07-18,2012-08-15,1
1358,M,1017,1015,686:791,B,WG,2012-07-20,2012-08-17,1
1366,F,640,655,555:522,A,GW,2012-07-23,2012-08-20,0
1372,F,1062,1059,686:791,B,WG,2012-07-23,2012-08-14,1
1380,F,737,738,526:554,A,WG,2012-07-26,2012-08-23,1
1388,M,1084,1081,784:687,B,GW,2012-07-26,2012-08-17,0
1395,M,1061,1063,686:791,B,WG,2012-07-27,2012-08-21,1
1310,F,1082,1080,784:687,B,GW,2012-07-05,2012-07-28,0
1318,F,1010,1012,784:687,B,GW,2012-07-10,2012-08-06,0
1326,F,1011,1012,784:687,B,GW,2012-07-12,2012-08-09,0
1334,F,671,738,526:554,A,WG,2012-07-17,2012-08-14,1
1342,F,1018,1015,686:791,B,WG,2012-07-17,2012-08-07,1
1351,F,1017,1015,686:791,B,WG,2012-07-20,2012-08-17,1
1359,F,640,655,555:522,A,GW,2012-07-23,2012-08-20,0
1373,M,1062,1059,686:791,B,WG,2012-07-23,2012-08-14,1
1381,F,737,738,526:554,A,WG,2012-07-26,2012-08-23,1
1389,M,1084,1081,784:687,B,GW,2012-07-26,2012-08-17,0
1396,M,1061,1063,686:791,B,WG,2012-07-27,2012-08-21,1
1311,M,1082,1080,784:687,B,GW,2012-07-05,2012-07-28,0
1319,M,1010,1012,784:687,B,GW,2012-07-10,2012-08-06,0
1327,M,1011,1012,784:687,B,GW,2012-07-12,2012-08-09,0
1343,F,1018,1015,686:791,B,WG,2012-07-17,2012-08-07,1
1352,F,1017,1015,686:791,B,WG,2012-07-20,2012-08-17,1
1360,F,640,655,555:522,A,GW,2012-07-23,2012-08-20,0
1374,F,1062,1059,686:791,B,WG,2012-07-23,2012-08-14,1
1382,M,737,738,526:554,A,WG,2012-07-26,2012-08-23,1
1390,M,1084,1081,784:687,B,GW,2012-07-26,2012-08-17,0
1397,M,1061,1063,686:791,B,WG,2012-07-27,2012-08-21,1
1312,F,1082,1080,784:687,B,GW,2012-07-05,2012-07-28,0
1320,M,1010,1012,784:687,B,GW,2012-07-10,2012-08-06,0
1344,M,1018,1015,686:791,B,WG,2012-07-17,2012-08-07,1
1353,M,1017,1015,686:791,B,WG,2012-07-20,2012-08-17,1
1361,M,640,655,555:522,A,GW,2012-07-23,2012-08-20,0
1367,M,640,655,555:522,A,GW,2012-07-23,2012-08-20,0
1375,M,1062,1059,686:791,B,WG,2012-07-23,2012-08-14,1
1383,F,737,738,526:554,A,WG,2012-07-26,2012-08-23,1
1391,F,1014,1013,686:791,B,WG,2012-07-26,2012-08-23,1
1398,M,1061,1063,686:791,B,WG,2012-07-27,2012-08-21,1
1313,F,1082,1080,784:687,B,GW,2012-07-05,2012-07-28,0
1321,F,1010,1012,784:687,B,GW,2012-07-10,2012-08-06,0
1329,F,1011,1012,784:687,B,GW,2012-07-12,2012-08-09,0
1345,M,1018,1015,686:791,B,WG,2012-07-17,2012-08-07,1
1354,M,1017,1015,686:791,B,WG,2012-07-20,2012-08-17,1
1362,M,640,655,555:522,A,GW,2012-07-23,2012-08-20,0
1368,F,640,655,555:522,A,GW,2012-07-23,2012-08-20,0
1376,F,737,738,526:554,A,WG,2012-07-26,2012-08-23,1
1384,F,1084,1081,784:687,B,GW,2012-07-26,2012-08-17,0
1392,M,1014,1013,686:791,B,WG,2012-07-26,2012-08-23,1
1399,F,1061,1063,686:791,B,WG,2012-07-27,2012-08-21,1
