# Phenotype covariates (metadata) for BXD phenotype data
# nrow 5806
# ncol 2
id,description
15031,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); BW9.10; males
15032,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); BW10.11; males
15033,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); BW11.12; males
15034,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); BW12.13; males
15035,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); BW13.14; males
15036,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); BW14.15; males
15037,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); BW15.16; males
15038,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); BW16.17; males
15039,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); BW17.18; males
15040,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); BW18.19; males
15041,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); BW19.20; males
15042,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); BL42_6; males
15043,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); BL70_10; males
15044,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); BL140_20; males
15045,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); Gluc70_10; males
15046,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); Gluc140_20; males
15047,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); FoodIntake7.10; males
15048,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); FoodIntake17.20; males
15049,Morphology; metabolism: Brain weight at 20 weeks in males fed a high fat diet (45% energy from fat) from weaning (4 weeks) [g]
15050,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); Liver; males
15051,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); Kidney; males
15052,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); Spleen; males
15053,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); Heart; males
15054,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); Lung; males
15055,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); Pancreas; males
15056,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); Testis; males
15057,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); Muscle.femoralis; males
15058,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); M.longissimus.dorsi; males
15059,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); RepF; males
15060,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); PerF; males
15061,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); RenF; males
15062,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); Total.RenF; males
15063,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); MesF; males
15064,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); IngF; males
15065,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); GlutF; males
15066,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); SubF; males
15067,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); WAT; males
15068,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); BAT; males
15069,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); Carcass; males
15070,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); Hor_Resistin; males
15071,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); Hor_Insulin; males
15072,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); Hor_Leptin; males
15073,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); Hor_IL1B; males
15074,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); Hor_IL6; males
15075,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); Hor_IL10; males
15076,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); Hor_IL17; males
15077,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); Hor_MCP1; males
15078,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); Hor_TNFa; males
15079,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); NeckF; males
15080,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); AbdominalF; males
15081,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); Res.SubF; males
15082,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); FTIR_AdiposeTissue_UnsaturatedFat; males
15083,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); FTIR_AdiposeTissue_SaturatedFat; males
15084,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); FTIR_AdiposeTissue_TotalFat; males
15085,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); FTIR_AdiposeTissue_acylchainlength; males
15086,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); FTIR_AdiposeTissue_SaturatedFat.UnsaturatedFat; males
