# Genetic map for Maize MAGIC from Dell'Acqua et al (2015) doi:10.1186/s13059-015-0716-z
# nrow 41324
# ncol 3
Marker,Chr,cM
SYN21063,6,4.82727243588959
SYN21064,6,4.82727551876763
SYN21054,6,4.82730473270713
SYN21052,6,4.82731009104277
PZE.106002793,6,4.83292151628665
PZE.106002839,6,4.83422895018216
SYN13486,6,4.84190333464641
PZE.106002972,6,4.84275193352728
SYN13485,6,4.84295129297373
SYN13484,6,4.84296450530818
PZE.106003135,6,6.38193395374813
PZE.106003203,6,6.40505638894598
PZE.106003350,6,6.44733076288281
PZE.106003733,6,6.57822108539897
PZE.106003742,6,6.57969788668736
PZE.106003908,6,8.33926762483152
PZE.106003964,6,8.3558706273702
PZE.106003981,6,8.3578748589193
PZE.106004064,6,8.44611266118625
PZE.106004067,6,8.44619496476126
PZE.106004147,6,8.44868395041742
SYN11167,6,8.44899433254352
PZE.106004090,6,8.45119665066299
SYN11168,6,8.45141984679861
PZE.106004192,6,8.49957824924291
PZE.106004200,6,8.49981295392927
PZE.106004214,6,8.54874626545693
PZE.106004232,6,8.54901444956364
PZE.106004307,6,9.24504707217393
PZE.106004351,6,9.25269688250104
PZE.106004400,6,9.25323920599554
PZE.106004401,6,9.25324456416697
PZE.106004407,6,9.25332570219156
PZE.106004555,6,9.2700221471086
PZE.106004598,6,9.27039977061923
SYN39271,6,9.29935150178702
SYN39272,6,9.29943812555854
PZE.106004707,6,9.31612219565108
PZE.106004718,6,9.31837339310671
PZE.106004724,6,9.31842034089452
PZE.106004730,6,9.31847035049458
PZE.106004952,6,9.34892683480694
PUT.163a.76291731.3961,6,10.4864488578357
PUT.163a.94473612.4863,6,10.4864615438519
PUT.163a.94473612.4864,6,10.486472598809
PZE.106004997,6,10.4957497012745
SYN22733,6,10.5163117401227
PZE.106005094,6,10.5310878681814
PZE.106005120,6,10.5333320244586
PZE.106005121,6,10.5335333696596
SYN10561,6,11.380912025398
PUT.163a.5739956.2305,6,11.3819993501862
PZE.106005688,6,11.3838582898269
PZE.106005744,6,11.3987975537958
PZE.106005833,6,11.3996143733927
PZE.106005865,6,11.3998043538657
PZE.106005866,6,11.3998135153606
PZE.106006003,6,11.6289020367949
PZE.106006032,6,11.6297734677724
SYN4843,6,11.6300349420311
PZE.106006210,6,11.8419172943917
PZE.106006254,6,11.848037123781
SYN27273,6,11.9824165939232
SYN27276,6,11.9824187650708
PZE.106006358,6,11.9827879744325
PZE.106006362,6,11.9828086248212
SYN27279,6,11.982857630724
SYN27278,6,11.9828583979717
PZE.106006401,6,11.9829777947648
PZE.106006444,6,11.9850364507929
PZE.106006455,6,11.9850573623724
PZE.106006485,6,11.9871596045965
PZE.106006537,6,11.9912256743046
PZE.106006541,6,11.9916762772143
PUT.163a.6653985.3051,6,11.9916934341776
PZE.106006593,6,11.9917548956113
PZE.106006615,6,11.991764918804
PZA03290.1,6,11.999326225972
PZA03290.2,6,11.9993284787416
PZE.106006917,6,11.9994017100807
PZE.106006919,6,11.9994250539985
PZE.106006962,6,11.9994696849572
PZE.106006972,6,11.9994726233525
PZE.106006691,6,11.9999441378416
PZE.106006705,6,12.0974933965088
PZE.106006706,6,12.097493810288
PZE.106006730,6,12.0975688316347
SYN3414,6,12.0975699244361
SYN3415,6,12.0976439802982
PZE.106006772,6,12.0976464735829
SYN3412,6,12.097646738826
SYN3421,6,12.0976562769664
PZE.106006805,6,12.0976634173095
PZE.106007060,6,12.1007585491728
SYN11458,6,12.1007588674645
PZE.106007071,6,12.1007656470771
PZE.106007078,6,12.1007767872855
SYN11468,6,12.100794845033
SYN11454,6,12.1007961394191
SYN11461,6,12.1008003726983
SYN11459,6,12.1008087225498
SYN11457,6,12.1008169450846
SYN11464,6,12.1008186320305
PZE.106007114,6,12.1008262285917
PZE.106007117,6,12.1008301966279
PZE.106007130,6,12.1008427373197
PZE.106007216,6,12.105190453004
PZE.106014671,6,12.1347607889559
PZE.106014738,6,12.1373127242542
PZE.106014741,6,12.1374104504068
PZE.106014771,6,12.1385650958808
PZE.106014799,6,12.1392482771226
PZE.106019828,6,12.1398893165471
PZE.106020122,6,12.2846821439015
PZE.106020132,6,12.2848954493268
PZE.106020151,6,12.2852722586606
PZE.106020289,6,12.2890858778645
PZE.106020411,6,12.2933382706037
PZE.106020490,6,12.301042152638
PZE.106020499,6,12.3012658899046
PZE.106020522,6,12.3023028149271
PZE.106020565,6,12.302437652323
PZE.106020569,6,12.3024400474363
PZE.106020572,6,12.3024431348871
PZE.106020677,6,12.3071271813132
PZE.106020696,6,12.3071376786459
PZE.106020708,6,12.3071665509886
PZE.106020715,6,12.3071989317982
PZE.106020716,6,12.307200213558
PZE.106020729,6,12.308635550714
PZE.106020776,6,12.3106364620733
PZE.106020779,6,12.3106425714835
PZE.106020787,6,12.3106931588967
PZE.106020798,6,12.3113712847149
PZE.106020830,6,12.3125355717601
PZE.106020831,6,12.312535796302
PZE.106020839,6,12.313035055805
PZE.106020841,6,12.3130414926721
PZE.106020844,6,12.3130535150183
PZE.106020879,6,12.3137503994389
PZE.106020937,6,12.3144805441248
PZE.106020938,6,12.314535369766
PZE.106020956,6,12.3151338861336
PZE.106020972,6,12.3158202451539
PZE.106020991,6,12.315880562715
PZE.106021050,6,12.3180425173783
PZE.106021096,6,12.3198651424889
PZE.106021112,6,12.3198773706652
PZE.106021178,6,12.3207078762132
PZE.106021179,6,12.320712441898
PZE.106021183,6,12.3207254091913
PZE.106021194,6,12.3207951855789
PZE.106021250,6,12.3233553465455
PZE.106021260,6,12.32342165189
PZE.106021294,6,12.3244517003176
SYN25279,6,12.3244550778017
SYN25281,6,12.3244552274962
PZE.106021308,6,12.3244555081736
SYN25282,6,12.3244586704717
PZE.106021320,6,12.3244602984002
SYN22470,6,12.3250734099897
PZE.106021349,6,12.3250754870021
PZE.106021363,6,12.3263214698661
PZE.106021410,6,12.327668795963
PZE.106021419,6,12.3276762806921
PZE.106021420,6,12.3276765239458
PZE.106021424,6,12.3276799294976
PZE.106021478,6,12.3313813900349
PZE.106021548,6,12.3368021957763
PZE.106021551,6,12.3368799153327
PZE.106021552,6,12.3368810941776
PZE.106021557,6,12.3369353771759
PZE.106007313,6,12.3481694223646
SYN19709,6,12.3481715461565
PZE.106007309,6,12.3481923817713
PZE.106007308,6,12.3482010266335
PZE.106007346,6,12.3488492135351
PZE.106007374,6,12.3494354268791
PZE.106007384,6,12.5913270154015
PZE.106007445,6,12.5923246281483
PZE.106007410,6,12.5930037282261
PZE.106007419,6,12.5930446063141
PZE.106007529,6,12.5971019682173
SYN26180,6,12.5971086739848
SYN26179,6,12.5977020553877
PZE.106007551,6,12.5977150040668
SYN26183,6,12.597718514999
SYN26181,6,12.5977199487237
PZE.106007583,6,12.5983867097377
PZE.106007630,6,12.5999937683776
PZE.106007631,6,12.8491426888789
PZE.106007652,6,12.8507196205206
PZE.106007655,6,12.8509548000865
PZE.106007654,6,12.8509608528327
PZE.106007666,6,12.8510121324185
PZE.106007763,6,12.8549795050414
PZE.106007780,6,12.8550096112659
PZE.106007788,6,12.8550448702001
PZE.106007809,6,12.8556473547062
PZE.106007813,6,12.8556552300265
PZE.106007817,6,12.8556614515295
PZE.106007818,6,12.8556630490945
PZE.106007827,6,12.8556847287263
PZE.106007874,6,12.8577557804664
PZE.106007881,6,12.8577798451952
SYN21966,6,12.8578180967511
PZE.106007902,6,12.8578282896657
SYN21965,6,12.8578348599329
PZE.106007906,6,12.8578369187667
PZE.106007950,6,12.8585617519993
PZE.106008047,6,12.8625121701825
PZE.106008048,6,12.8625138802521
PZE.106008070,6,12.862768433106
PZE.106008094,6,12.8627941854035
PZE.106008114,6,12.8633831806109
PZE.106008139,6,12.8646643377219
PZE.106008147,6,12.8646713692579
PUT.163a.110971340.142,6,12.8669033700446
SYN2862,6,12.8669092202825
SYN2864,6,12.8669186931678
SYN2863,6,12.866942667893
PZE.106008209,6,12.8676538430701
PZE.106008237,6,12.8680727201079
PZE.106008247,6,12.8689152443776
PZE.106008260,6,12.8701265698982
PZE.106008273,6,12.8704223331784
PZE.106008345,6,12.8720583747244
PZE.106008329,6,12.8720663512988
PZE.106008323,6,12.8720705027177
PZE.106008311,6,12.8721588075595
PZE.106008388,6,12.8723441250973
PZE.106008404,6,12.8731823854435
PZE.106008406,6,12.8731837354984
PZE.106008416,6,12.8735447514328
SYN22292,6,12.8735951872342
SYN22291,6,12.8735996086641
PZE.106008506,6,12.8761946054656
PZE.106008511,6,12.8761981156084
PZE.106008513,6,12.876218388933
PZE.106008574,6,12.8768048077856
PZE.106008617,6,12.8768736043339
SYN11300,6,12.876881794667
PZE.106008746,6,12.8845194265777
PZE.106008747,6,12.8845197753419
PZE.106008760,6,12.8845285506988
PZE.106008765,6,12.8845333096424
PZE.106008776,6,12.8848533176587
PZE.106008904,6,12.8873872244754
PZE.106008914,6,12.8877965273737
PZE.106008915,6,12.8878130430455
PZE.106008956,6,12.8891561451762
PZE.106008961,6,12.8891680031585
PZE.106008963,6,12.8891698369831
PZE.106008968,6,12.8891769022705
PZE.106008988,6,12.8891931591817
PZE.106009018,6,12.8896033846177
PZE.106009019,6,12.889603834636
PZE.106009020,6,12.8896045771662
PZE.106009223,6,12.8988123679431
PZE.106009227,6,12.8988161930987
PZE.106009233,6,12.8988194669818
PZE.106009237,6,12.8990091834485
PZE.106009252,6,12.8998416385586
PZE.106009267,6,13.1994863637376
PZE.106009283,6,13.1995090170589
PZE.106009322,6,13.1999730563621
PZE.106009328,6,13.1999756283058
PZE.106009355,6,13.3424846446961
PZE.106009392,6,13.3434977774341
PZE.106009413,6,13.3435099262167
PZE.106009415,6,13.3435249868673
SYN12291,6,13.3435337438036
PZE.106009420,6,13.3435423727458
PZE.106009440,6,13.3438549079108
PZE.106009441,6,13.3438551798985
PZE.106009470,6,13.3441560622585
PZE.106009495,6,13.3445686782199
PZE.106009496,6,13.3445694035204
ZM004171.1064,6,13.344579227075
PZE.106009511,6,13.3445909012125
PZE.106009530,6,13.3446244516915
PZE.106009581,6,13.3454295351944
PZE.106009618,6,13.345784383108
PZE.106009742,6,13.3466629619457
PZE.106009741,6,13.3466631752694
PZE.106009740,6,13.3466633779269
PZE.106009689,6,13.3466734734692
PZE.106009820,6,13.3478491695043
PZE.106009925,6,13.348785868374
PZE.106009923,6,13.3488136164494
PZE.106010000,6,13.3497071972737
PZE.106010003,6,13.3497098264879
PZE.106010007,6,13.3498173256146
PZE.106010058,6,13.7999728988609
PZE.106010060,6,13.7999754905873
SYN36836,6,14.2312647547251
PZE.106010115,6,14.231499276659
SYN36834,6,14.2315138729509
SYN36831,6,14.2315453500384
PZE.106010206,6,14.2315754165599
SYN36833,6,14.2319587072128
PZE.106010241,6,14.2319839287467
SYN36832,6,14.2327426139492
PZE.106010268,6,14.232745481078
PZE.106010445,6,14.2410187421294
PZE.106010451,6,14.2410280028021
PZE.106010459,6,14.2410361288889
SYN36823,6,14.2448076604638
SYN36828,6,14.244839566854
PZE.106010688,6,14.2448516486587
SYN8861,6,14.2490257741759
SYN8862,6,14.2492294936409
PZE.106010800,6,14.3895948143357
SYN21974,6,14.3909562861428
PZE.106010956,6,14.3914609559234
PZE.106011066,6,14.3917143893694
PZE.106011053,6,14.3917208665673
PZE.106011052,6,14.391721075816
PZE.106011014,6,14.3919485434025
PZE.106011096,6,14.392138098932
PZE.106011108,6,14.3923144004596
PZE.106011121,6,14.392406845577
PZE.106011181,6,14.3931674597879
PZE.106011185,6,14.3931726624711
PZE.106011202,6,14.3931759533822
PZE.106011227,6,14.3931823402227
PZE.106011230,6,14.3931835053574
PZE.106011267,6,14.393372376073
PZE.106011270,6,14.3933739073929
PZE.106011274,6,14.3933749013242
PZE.106011290,6,14.3934493986114
PZE.106011307,6,14.3934676745816
PZE.106011319,6,14.3935513740553
PZE.106011377,6,14.3938492966248
PZE.106011390,6,14.3938630357032
SYN26011,6,14.3938905091043
PZE.106011504,6,14.3951575431757
PZE.106011609,6,14.3963438120107
SYN26251,6,14.3989419007396
PZE.106011943,6,14.3993830920786
PZA03047.12,6,14.3993862878767
SYN29796,6,14.3993915856729
PZE.106011989,6,14.3994214892121
PZE.106011992,6,14.3994240239746
PZE.106012204,6,14.5472704880812
PZE.106012245,6,14.5474928549566
PZE.106012304,6,14.5477718201574
PZE.106012362,6,14.5482440491836
PZE.106012395,6,14.5484381891295
PZE.106012443,6,14.5485290447041
PZE.106012459,6,14.5486310475159
PZE.106012608,6,14.6928750986758
PZE.106012668,6,14.6932655762225
PZE.106012720,6,14.6940703813051
PZE.106012741,6,14.6940762095269
PZE.106012770,6,14.694087035904
PZE.106012774,6,14.6940892997221
PZE.106012777,6,14.6940898590183
PZE.106012790,6,14.694117220145
PZE.106012837,6,14.6957823870692
SYN31783,6,14.6960087644383
SYN31782,6,14.6960140555582
PZE.106012852,6,14.6960142286737
SYN31781,6,14.6960190226414
PZE.106012891,6,14.6963475159612
PZE.106012892,6,14.6963476668825
PZE.106012901,6,14.6963884511188
PZE.106012935,6,14.6972789084242
SYN37646,6,14.6973351265732
PZE.106012962,6,14.6973391259851
SYN37644,6,14.6975816741174
PZE.106013029,6,14.6984101915847
SYN11180,6,14.6992391884487
PZE.106013065,6,14.6992433742928
PZE.106013072,6,14.6992457091326
SYN11184,6,14.6992494821627
PZE.106013155,6,14.6996929596856
PZE.106013164,6,14.8464837744277
PZE.106013188,6,14.8477734107123
PZE.106013207,6,14.847915626677
SYN3974,6,14.8483373329045
SYN3975,6,14.8483408700975
PZE.106013266,6,14.8483428510989
SYNGENTA16886,6,14.8493582205492
SYNGENTA16887,6,14.8493582638971
SYN20528,6,14.8497135870691
PZE.106013459,6,14.8497463061042
PZE.106013454,6,14.8497575288892
PZE.106013490,6,14.8498351347298
PZE.106013491,6,14.8498406399198
PZE.106013540,6,15.049985985144
PZE.106013563,6,15.0499929781237
PZE.106013654,6,15.2497624905833
PZE.106013766,6,15.3499619716491
SYN17206,6,15.5936129895555
PZE.106013898,6,15.5936174121286
PZE.106013903,6,15.5936221272184
SYN17205,6,15.5936247946916
PZE.106013908,6,15.5936292242294
PZE.106013969,6,15.5941905706395
PZE.106013971,6,15.5941915735537
SYN26542,6,15.5944007438503
PZE.106014191,6,15.5959555046521
PZE.106014199,6,15.5959674978346
PZE.106014205,6,15.5959689882766
PZE.106014445,6,15.8296336766578
PZE.106014450,6,15.8296354870943
PZA03063.21,6,15.8296389416375
PZE.106014481,6,15.8298402199567
PZE.106014482,6,15.829847340154
PZE.106014483,6,15.8298508778621
SYN14936,6,15.8308815600144
SYN14933,6,15.8308818862768
PZE.106014803,6,15.831292887354
PZE.106014943,6,15.8323396715159
PZE.106015070,6,15.8333871977649
PZE.106015076,6,15.8333889186392
PZE.106015098,6,15.8333924947311
PZE.106015225,6,15.8344575303962
PZE.106015234,6,15.8345267683979
PZE.106015431,6,15.8365431212842
PZE.106015523,6,15.8370019294008
PZE.106015639,6,15.8398587918367
PZE.106015711,6,15.8405198890462
PZE.106015808,6,15.8421939222917
PZE.106015816,6,15.8423664703266
PZE.106015817,6,15.8423937420259
PZE.106015819,6,15.8423981497671
PZE.106015834,6,15.8424559429952
PZE.106015861,6,15.8424622379406
PZE.106015862,6,15.842462436257
PZE.106015863,6,15.842463325482
PZE.106015952,6,15.8424925291665
SYN33557,6,15.8435078130124
PZE.106016022,6,15.8435529331848
PZE.106016117,6,15.8438402616159
PZE.106016118,6,15.843841323568
PZE.106016124,6,15.8438437097618
PZE.106016143,6,15.843850932316
PZE.106016144,6,15.8438510794539
PUT.163a.60355888.2779,6,15.8448177821869
PUT.163a.60355888.2773,6,15.8448181916142
PUT.163a.71448220.3390,6,15.8448359825116
PZE.106016312,6,15.8456984348079
PZE.106016350,6,15.8458371219223
PZE.106016351,6,15.8458375505416
PZE.106016370,6,15.8466624250847
PZE.106016403,6,15.8481639678709
PZE.106016518,6,15.9492924061367
PZE.106016519,6,15.94929285332
PZE.106016536,6,15.9493249488839
PZE.106016610,6,16.046534161069
PZE.106016614,6,16.0465364126968
PZE.106016740,6,16.0467934269343
PZE.106016698,6,16.046956743532
PZE.106016805,6,16.047668527718
PZE.106016821,6,16.0476733988866
SYN30854,6,16.0476759571086
PZE.106016830,6,16.0476903817525
PZE.106016936,6,16.0482295386881
PZE.106016943,6,16.0482331295193
PZE.106016946,6,16.0482334679993
PZE.106016953,6,16.0482345006086
PZE.106016962,6,16.0482354669935
PZE.106016971,6,16.0482363524375
PZE.106016987,6,16.048243485045
PZE.106017013,6,16.0486302254198
PZE.106017115,6,16.0492569971664
PZE.106017122,6,16.0492635729988
PZE.106017151,6,16.0493699611857
PZE.106017150,6,16.0493785041264
PZE.106017173,6,16.0495221422821
PZE.106017202,6,16.0497797010309
PZE.106017215,6,16.0498934401203
SYN27920,6,16.1049108380488
PZE.106017404,6,16.1050203766478
PZE.106017475,6,16.1052273722356
PUT.163a.60339906.2393,6,16.1052928039404
PUT.163a.60339906.2392,6,16.1052929508698
PZE.106017582,6,16.1056882285724
PZE.106017576,6,16.1056911564762
PZE.106017575,6,16.1056912125765
PZE.106017573,6,16.1056924107197
PZE.106017589,6,16.1057132145984
PZE.106017693,6,16.1061677356031
PZE.106017694,6,16.106168631873
PZE.106017695,6,16.1061688469243
PZE.106017840,6,16.1065300890805
PZE.106017847,6,16.106652407873
SYN30335,6,16.1071106114648
PZE.106017957,6,16.1071114970488
PZE.106017968,6,16.1071162027994
PZE.106017972,6,16.1071168452819
PZE.106017974,6,16.1071270114663
PZE.106017977,6,16.1071304923592
PZE.106017990,6,16.1071317666385
PZE.106018018,6,16.1072893485063
PZE.106018085,6,16.1077736774954
PZE.106018097,6,16.1077772024672
PZE.106018098,6,16.1077775457479
PZE.106018100,6,16.1077810680483
PZE.106018101,6,16.1077822221126
PZE.106018104,6,16.1077848962291
PZE.106018147,6,16.1081265914216
PZE.106018209,6,16.1082744372077
PZE.106018222,6,16.1082927900355
PZE.106018234,6,16.1083180926277
PZE.106018258,6,16.1084823945156
PZE.106018260,6,16.1084832720853
PZE.106018272,6,16.1085239501798
PZE.106018295,6,16.1087968596682
PZE.106018302,6,16.1088049982257
PZE.106018319,6,16.1088615246682
PZE.106018353,6,16.1089488849301
PZE.106018356,6,16.1089504049824
PZE.106018359,6,16.1089517861195
PZE.106018370,6,16.1089894949028
PZE.106018399,6,16.1089927180013
PZE.106018436,6,16.1091945069425
PZE.106018443,6,16.1091956035707
PZE.106018469,6,16.1093551369291
PZE.106018476,6,16.1094383350795
SYN26656,6,16.1094395839801
PZE.106018481,6,16.109439676145
PUT.163a.78082556.4150,6,16.1094957938564
PZE.106018502,6,16.1094981340423
PZE.106018508,6,16.109539740464
PZE.106018533,6,16.109666143896
PZE.106018579,6,16.1097849270309
PZE.106018582,6,16.1097875824473
PZE.106018583,6,16.1097876332048
PZE.106018619,6,16.1099437404348
PZE.106018618,6,16.1099442440022
PZE.106018639,6,16.1099649410231
PZE.106018683,6,16.1101453049746
PZE.106018738,6,16.1104090353776
PZE.106018753,6,16.1105651158932
PZE.106018775,6,16.1106435161283
PZE.106018771,6,16.1106459190931
PZE.106018792,6,16.110692541153
PZE.106018850,6,16.1109636140228
PZE.106018933,6,16.1111627301832
PZE.106018972,6,16.1112694477363
SYN20024,6,16.1112698444459
SYN20019,6,16.1112698911962
PZE.106018961,6,16.1112703814064
SYN20017,6,16.1112717572006
PZE.106018957,6,16.1112717932651
PZE.106018956,6,16.1112722741252
SYN20018,6,16.1112723302256
PZE.106019032,6,16.1115394667211
PZE.106019045,6,16.1115625106065
PZE.106019044,6,16.1115627029505
PZE.106019110,6,16.111637567528
PZE.106019141,6,16.1118014192773
PZE.106019155,6,16.1118073872857
PZE.106019157,6,16.1118151010834
PZE.106019160,6,16.1118155819435
PZE.106019161,6,16.1118156126651
PZE.106019204,6,16.1118865769327
PZE.106019200,6,16.1119073647828
PZE.106019328,6,16.1125367318692
PZE.106019343,6,16.1126943791873
PZE.106019347,6,16.1126947879184
PZE.106019350,6,16.1126951218491
PZE.106019543,6,16.1141137994472
PZE.106019780,6,16.1155185160732
PZE.106021751,6,16.1171675029603
PZE.106021796,6,16.1178617647911
PZE.106022111,6,16.1203598197453
PZE.106022130,6,16.1205060933859
PZE.106022186,6,16.1208562049662
PZE.106022207,6,16.1209752539098
PZE.106022229,6,16.1210436522544
PZE.106022248,6,16.1211630658503
PZE.106022268,6,16.1212008988558
PZE.106022329,6,16.1215876332769
PZE.106022387,6,16.1219734246779
PZE.106022498,6,16.1224405175033
PZE.106022515,6,16.1225405003432
PZE.106022531,6,16.1226730387489
PZE.106022532,6,16.1226731082065
PZE.106022537,6,16.1226734167584
PZE.106022543,6,16.1226785833332
PZE.106022599,6,16.1229345518525
SYN20988,6,16.1233772503769
PZE.106022655,6,16.1233780745177
PZE.106022656,6,16.1233781586683
PZE.106022657,6,16.123378304262
PZE.106022660,6,16.1233798430144
PZE.106022661,6,16.1233799044576
SYN20991,6,16.123380422718
PZE.106022667,6,16.123389848912
PZE.106022668,6,16.1233899851557
PZE.106022677,6,16.1235197506014
PZE.106022704,6,16.1237484810664
PZE.106022731,6,16.1238457203323
PZE.106022734,6,16.1238462759928
PZE.106022736,6,16.1238586634838
PZE.106022766,6,16.1240171696715
PZE.106022774,6,16.1240237294049
PZE.106022804,6,16.1240841735217
PZE.106022846,6,16.1241944160466
PZE.106022855,6,16.1241985380864
PZE.106022887,6,16.1244720246069
SYN26888,6,16.1244768265295
SYN26886,6,16.1244793029591
SYN26885,6,16.1244811168703
PZE.106022944,6,16.1245296209632
SYN37592,6,16.1245454920185
PZE.106023074,6,16.1248193138054
PZE.106023094,6,16.1248507313355
SYN16326,6,16.1248545955808
PZE.106023105,6,16.1248578400509
SYN16330,6,16.1248606918185
SYN16329,6,16.1248607265473
PZE.106023136,6,16.1249527337879
SYN15105,6,16.1251510538577
PZE.106023208,6,16.1251676742534
PZE.106023324,6,16.1256261636898
PZE.106023346,6,16.1257336145546
PZE.106023350,6,16.125734469417
PZE.106023354,6,16.1257419013773
PZE.106023412,6,16.1260940980204
PZE.106023433,6,16.1260989279932
PZE.106023514,6,16.1265088692578
PZE.106023528,6,16.1265183969668
PZE.106023532,6,16.1265309073442
SYN29297,6,16.1267253164183
PZE.106023570,6,16.1267283778944
PZE.106023571,6,16.1267286316817
PZE.106023607,6,16.126876013972
SYN29711,6,16.1268795469582
PZE.106023672,6,16.1268857366965
SYN29709,6,16.1268878484738
PZE.106023775,6,16.1270049526054
PZE.106023780,6,16.1270053306149
PZE.106023804,6,16.1270616647134
PZE.106023805,6,16.1270620093298
PZE.106023827,6,16.12706387667
PZA03120.1,6,16.1270678157158
PZE.106023860,6,16.1271184876864
SYN21636,6,16.1271473700151
SYN21635,6,16.1271474020724
SYN21632,6,16.1271477213101
PZE.106023979,6,16.1273459919581
SYN34885,6,16.127346450111
PZE.106024031,6,16.1273501527339
SYN34883,6,16.1273525810775
PZE.106024042,6,16.1273529550798
SYN34884,6,16.1273534279256
PZA01527.1,6,16.1280373779782
SYNGENTA16318,6,16.1280381072827
SYN10073,6,16.1280416122187
SYN10074,6,16.128044528101
PZE.106024131,6,16.1282554480416
PUT.163a.148953270.530,6,16.1282799345074
SYNGENTA4256,6,16.128280148223
SYNGENTA4261,6,16.1282805489398
SYN3913,6,16.1282812461869
SYN3915,6,16.1282813223231
SYN3912,6,16.1282816228607
PZE.106024232,6,16.1282865543483
PZE.106024353,6,16.1282937712573
PZE.106024354,6,16.1282938473935
PZE.106024638,6,16.1288576852674
PZE.106024716,6,16.1291644873797
PZE.106024717,6,16.1291646022518
PZE.106024739,6,16.1291881550475
PZE.106025053,6,16.1301968913809
PZE.106025056,6,16.1302004644387
PZE.106025101,6,16.1303768158797
PZE.106025163,6,16.1305553605772
PZE.106025164,6,16.1305553926345
PZE.106025165,6,16.1305554727779
PZE.106025166,6,16.1305557479367
PZE.106025197,6,16.1305919313248
PZE.106025198,6,16.1305926152148
PZE.106025206,6,16.1305935341919
SYN37507,6,16.1305988089602
PZE.106025231,6,16.1306016834352
SYN37508,6,16.130606373157
PZE.106025255,6,16.1306135299585
PZA02714.5,6,16.1306147628304
PZE.106025267,6,16.1306154988135
PZE.106025268,6,16.1306155535781
PZE.106025281,6,16.1306175090759
PZE.106025314,6,16.1307293050461
PZE.106025316,6,16.130730003629
PZE.106025455,6,16.1314850515216
PZE.106025459,6,16.1314988575498
PZE.106025515,6,16.1316552412744
SYN21998,6,16.1316565235681
SYN22002,6,16.1316567666696
SYN22001,6,16.1316567680053
SYN21996,6,16.1316597667024
SYN22000,6,16.1316601380333
SYN24623,6,16.1316630044939
PZE.106025525,6,16.1316644911531
SYN24624,6,16.1316647249045
PZE.106025542,6,16.1317072529748
PZE.106025544,6,16.1317104627161
PZE.106025558,6,16.131873228523
PZE.106025640,6,16.1321135290168
SYN18087,6,16.1324789880491
SYN18088,6,16.1324978444443
PZE.106025785,6,16.1325031739773
PZE.106025894,6,16.1326993608982
PZE.106025897,6,16.1327029366274
PZE.106025942,6,16.1327994198743
PZE.106025970,6,16.1328371887651
PZE.106026009,6,16.1329320183875
PZE.106026030,6,16.132990104954
PZE.106026060,6,16.1330870423466
SYN2895,6,16.1331317169229
PZE.106026117,6,16.1331379774545
PZE.106026150,6,16.1332675892921
PZE.106026163,6,16.1332690225224
PUT.163a.60355279.2761,6,16.1332781401645
SYN18864,6,16.1332781708861
PUT.163a.60355279.2762,6,16.1332782350008
PZE.106026189,6,16.133279220764
SYN18865,6,16.1332858459479
SYN18866,6,16.1332860543206
PZE.106026281,6,16.1335581436753
PUT.163a.149009633.763,6,16.1337560095994
PZE.106026585,6,16.1337692987031
PZE.106026622,6,16.1337727729174
PZE.106026650,6,16.1337831875461
PZE.106026695,6,16.1340134527564
PZE.106026710,6,16.1340157168061
PZE.106026723,6,16.1340174652669
PZE.106026740,6,16.1340196104373
SYN3684,6,16.1342017121639
PZE.106026883,6,16.1345203634709
PZE.106026913,6,16.1345858486046
PZE.106026914,6,16.1345859474481
PZE.106026940,6,16.134683403101
PZE.106026953,6,16.134719399488
PZE.106027037,6,16.1349404014624
SYN2872,6,16.1349469558529
PZE.106027168,6,16.1351167141674
PZE.106043687,6,16.1351737468488
PZE.106043706,6,16.1352987237291
PZE.106043790,6,16.1353740063877
PZE.106043767,6,16.1354695773361
PZE.106043750,6,16.1354828250324
PZE.106043817,6,16.1354962316796
SYN14148,6,16.1355862954439
PZE.106043901,6,16.1355930902645
PZA00578.1,6,16.1356336775299
PZA00578.2,6,16.1356337790448
PZE.106043930,6,16.1356467502465
PZE.106043985,6,16.1358228652646
PZE.106044028,6,16.1360088886726
PZE.106044029,6,16.1360089234013
PZE.106044042,6,16.1360106798765
PZE.106044097,6,16.1362666791174
PZE.106044140,6,16.1363912325736
PZE.106044141,6,16.1363938746328
PZB01877.1,6,16.136398856878
SYN20452,6,16.1366203677626
SYN3328,6,16.1369509003217
PZE.106044288,6,16.1369527489618
PZE.106027231,6,16.1373899883882
PZE.106027233,6,16.1373907470786
PZE.106027241,6,16.1373917234918
PZE.106027249,6,16.1373921936661
PZE.106027257,6,16.137392540954
PZE.106027259,6,16.1373927065836
PZE.106027262,6,16.1373941064208
PZE.106027263,6,16.1373941972499
PZE.106027274,6,16.1373951429415
PZE.106027275,6,16.1373952364421
PZE.106027276,6,16.1373953526499
PZE.106027299,6,16.1374342422119
PZE.106027300,6,16.1374350489884
SYN10179,6,16.1376997731689
SYN16333,6,16.138266705912
PZE.106027504,6,16.1382688898183
PZE.106027509,6,16.1382716507569
PZE.106027523,6,16.1382725590482
PZE.106027530,6,16.1382733030456
PZE.106027535,6,16.1382737171196
PZE.106027536,6,16.1382737451698
PZE.106027614,6,16.1383758705087
