# Physical map for Maize MAGIC from Dell'acqua et al (2015) doi:10.1186/s13059-015-0716-z
# nrow 41325
# ncol 3
marker,chr,pos_cM
PUT.163a.91049497.4725,5,12.579341
PZE.105025123,5,12.592496
PZE.105025482,5,13.095044
SYN35808,5,13.149128
PZE.105025787,5,13.201184
SYN14823,5,13.291909
SYN14826,5,13.292253
SYN14828,5,13.292343
SYN14827,5,13.29237
PZE.105026019,5,13.314428
PZE.105026024,5,13.314558
PZE.105026200,5,13.402376
PZE.105026209,5,13.404589
PZE.105026330,5,13.419353
SYN1692,5,13.421765
SYN11580,5,13.593686
SYN11588,5,13.621089
SYN11594,5,13.6213
SYN11582,5,13.624064
PZA00004.2,5,13.63242
SYN11586,5,13.673831
SYN11585,5,13.674729
SYN19689,5,13.685335
SYN19683,5,13.741435
PZE.105026971,5,13.81084
SYN19687,5,13.818683
SYN19686,5,13.819828
SYN28817,5,14.033008
PZA00985.1,5,14.072254
SYN27136,5,14.084346
SYN27137,5,14.085071
PZE.105027530,5,14.101577
SYN27134,5,14.113557
PZE.105027793,5,14.214336
PZE.105027872,5,14.391704
PZE.105027932,5,14.454429
PZE.105027956,5,14.485994
PZE.105028002,5,14.523812
PZE.105028038,5,14.529394
SYN11235,5,14.613362
PZE.105028120,5,14.616889
PZE.105028067,5,14.628476
PZE.105028327,5,14.670627
SYNGENTA4119,5,14.777452
PZE.105028457,5,14.818853
PZE.105028662,5,14.858042
SYN16500,5,15.15448
PZA01327.1,5,15.155073
SYN16499,5,15.223802
PZE.105029274,5,15.332098
PZE.105029276,5,15.33228
PZE.105029277,5,15.332402
PZE.105029295,5,15.338061
SYN1412,5,15.340724
SYN1407,5,15.344285
SYN1406,5,15.346381
SYN1408,5,15.346506
PZE.105029444,5,15.452021
PZE.105029533,5,15.463094
SYN8482,5,15.564168
SYNGENTA16941,5,15.564828
SYN15152,5,15.671027
SYN15150,5,15.671789
PZE.105030086,5,15.732882
PZE.105030100,5,15.741738
SYN39043,5,15.748338
SYN16297,5,15.788256
SYN16325,5,15.788337
SYN16324,5,15.817869
SYN16312,5,15.819822
SYN16315,5,15.819829
SYN16320,5,15.824262
PZE.105030407,5,15.976063
PZE.105030600,5,16.183809
SYN33294,5,16.320893
SYN33293,5,16.321099
PUT.163a.148942702.460,5,16.323614
PUT.163a.60350211.2639,5,16.340075
PUT.163a.31406058.1924,5,16.341766
SYN33290,5,16.342308
PZE.105031041,5,16.637831
PZE.105031086,5,16.713421
PZE.105031503,5,17.083144
PZE.105031680,5,17.249401
PZE.105031696,5,17.251181
PZE.105031658,5,17.296515
PZE.105031659,5,17.296547
PZE.105031717,5,17.337493
PZE.105031801,5,17.34266
PZE.105031827,5,17.362028
PZE.105031839,5,17.36254
PZE.105031842,5,17.362647
PZE.105031844,5,17.363486
PZE.105031848,5,17.363985
PZE.105031898,5,17.365503
PZE.105031901,5,17.36619
PZE.105032023,5,17.398014
SYN16506,5,17.399413
PZE.105032165,5,17.40208
PZE.105032242,5,17.498419
PZE.105032275,5,17.516491
PZE.105032382,5,17.646333
PZE.105032412,5,17.708059
PZE.105032424,5,17.801704
PUT.163a.60348955.2602,5,17.881373
PZE.105032449,5,17.884457
PZE.105032498,5,17.921119
PZE.105032512,5,17.932299
SYN10582,5,17.987572
PZE.105032593,5,18.033273
PZE.105032664,5,18.105144
PZE.105032737,5,18.155111
SYN30919,5,18.179163
PZE.105032793,5,18.192709
PZE.105033007,5,18.298058
PZE.105033041,5,18.300092
PZE.105033085,5,18.366298
SYN29123,5,18.36989
PZE.105033111,5,18.392687
PUT.163a.93283750.4850,5,18.473951
PUT.163a.93283750.4848,5,18.474107
PUT.163a.93283750.4849,5,18.474191
PUT.163a.93283750.4847,5,18.474216
SYN28368,5,18.56164
SYN28378,5,18.562111
SYN28380,5,18.56215
SYN28376,5,18.562406
PZE.105033242,5,18.562433
SYN28374,5,18.562737
PZE.105033269,5,18.564583
PZE.105033382,5,18.604779
PZE.105033399,5,18.644284
SYN21204,5,18.651559
SYN21205,5,18.652039
SYN21210,5,18.656394
SYN21208,5,18.721738
SYN21200,5,18.722253
SYN21201,5,18.726901
SYN1601,5,18.790476
PUT.163a.16925922.1125,5,18.791514
PUT.163a.60394721.2914,5,19.076839
SYN32845,5,19.076912
SYN32847,5,19.078294
SYN32849,5,19.079236
SYN32854,5,19.145355
PZE.105033922,5,19.156374
PZE.105033935,5,19.210142
SYN28813,5,19.259471
PZE.105034054,5,19.343411
PUT.163a.76290498.3947,5,19.459304
PZE.105034124,5,19.463394
PZE.105034158,5,19.478325
SYN10089,5,19.483352
SYN10088,5,19.483658
PZE.105034230,5,19.545328
PZE.105034376,5,19.549465
PZE.105034591,5,19.696287
SYN2294,5,19.697768
SYN22689,5,19.907125
PZE.105034900,5,19.907725
PUT.163a.71431128.3280,5,19.916843
PUT.163a.71422816.3214,5,19.917098
SYN22690,5,19.942226
PZB00223.1,5,20.104067
PZA03226.3,5,20.220945
PZE.105035278,5,20.221807
PZA03274.4,5,20.221862
PZE.105035328,5,20.332205
PZE.105035340,5,20.332712
PZE.105035374,5,20.356718
SYN12489,5,20.510288
SYN12482,5,20.512737
PZE.105035551,5,20.513076
SYN12483,5,20.51398
ZM012969.0277,5,20.617571
PZE.105035757,5,20.784144
SYN7167,5,20.792901
SYN7176,5,20.793984
PZE.105035788,5,20.794235
SYN7173,5,20.794651
SYN7172,5,20.794814
PZE.105035799,5,20.795351
PZE.105035804,5,20.795564
SYN20306,5,20.824392
PZE.105035894,5,20.855367
PZE.105035917,5,20.856264
SYN30412,5,20.929401
SYN30423,5,20.929634
SYN30422,5,20.941561
SYN30418,5,20.990937
SYN30419,5,20.991905
SYN30430,5,20.992721
SYN30432,5,21.008785
PZE.105036244,5,21.062076
PZE.105036265,5,21.06732
PZE.105036580,5,21.365268
PZE.105036629,5,21.436997
SYN14218,5,21.437276
PZE.105036622,5,21.439201
PZE.105036592,5,21.462131
PZE.105036645,5,21.593855
PZE.105036664,5,21.599072
PZE.105036678,5,21.604608
PZE.105036681,5,21.604815
PZE.105036682,5,21.60484
PZE.105036683,5,21.604905
PZE.105036707,5,21.716263
PUT.163a.148993560.715,5,21.721991
PZE.105036809,5,21.914192
PZA02792.24,5,21.914332
PZA02792.16,5,21.914474
PZE.105036810,5,21.914533
SYN31360,5,21.91461
PZE.105036968,5,22.009563
SYN24063,5,22.014684
SYN24065,5,22.015026
SYN12605,5,22.124777
SYN12592,5,22.125112
SYN12604,5,22.202479
SYN12598,5,22.202703
PZE.105037550,5,22.566688
PZE.105037557,5,22.572709
PZE.105037558,5,22.573465
PZE.105037563,5,22.575352
PZE.105037566,5,22.604416
PZE.105037660,5,22.650398
PZE.105037655,5,22.650722
PZE.105037640,5,22.651166
PZE.105037748,5,22.75902
PZE.105037752,5,22.759877
SYN31840,5,22.778498
PZE.105037871,5,22.795225
PZE.105037880,5,22.795609
PZE.105037907,5,22.797623
PZE.105037986,5,22.827086
SYN27691,5,23.038664
PZE.105038171,5,23.054811
SYN2222,5,23.287181
SYN2225,5,23.288387
PZE.105038348,5,23.356985
SYN2230,5,23.357503
SYN2229,5,23.360882
SYN2231,5,23.361888
SYN2233,5,23.361947
SYN2224,5,23.381744
SYN2227,5,23.38402
SYN2228,5,23.385098
PZE.105038426,5,23.486381
SYN28399,5,23.505447
SYN28401,5,23.505619
PZE.105038472,5,23.524399
PZE.105038476,5,23.524964
PZE.105038707,5,23.677107
PZE.105038624,5,23.712356
SYN11989,5,23.858635
SYN11993,5,23.892489
PZE.105038960,5,23.892504
SYN11987,5,23.893849
PZE.105038994,5,23.894914
PZE.105039096,5,23.912341
PZE.105039163,5,24.079981
PUT.163a.149015131.784,5,24.177521
PUT.163a.74244507.3687,5,24.23751
PZE.105039352,5,24.267804
PZE.105039330,5,24.356546
PZE.105039490,5,24.461925
PZE.105039522,5,24.561821
PZE.105039536,5,24.563243
PZE.105039629,5,24.63953
PZE.105039646,5,24.733191
PZE.105039647,5,24.733214
PZE.105039651,5,24.733428
PZE.105039674,5,24.734636
PZE.105039675,5,24.734677
PZE.105039693,5,24.740196
PZE.105039696,5,24.741444
PZE.105039726,5,24.881766
PZE.105039798,5,24.986564
PZE.105039807,5,24.99473
PZE.105039867,5,25.049587
PZE.105039871,5,25.059399
PZE.105039934,5,25.276305
PZE.105039964,5,25.292947
PZE.105040002,5,25.420476
PZE.105040008,5,25.445214
PZE.105040033,5,25.456223
PZE.105040041,5,25.457841
PZE.105040068,5,25.478473
PZE.105040070,5,25.481095
PZE.105040086,5,25.484048
PZE.105040091,5,25.486506
PZE.105040138,5,25.509153
PZE.105040178,5,25.530939
PZE.105040185,5,25.531517
PZE.105040190,5,25.532242
PZE.105040208,5,25.568519
PZE.105040234,5,25.638986
PZE.105040250,5,25.678529
PZE.105040292,5,25.681642
PZE.105040379,5,25.735864
PZE.105040420,5,25.824467
PZE.105040459,5,25.898553
PUT.163a.60344741.2523,5,25.934827
PZE.105040477,5,25.938696
PZE.105040479,5,25.980602
PZE.105040632,5,26.3343
PZE.105040767,5,26.584757
SYN19625,5,26.614767
PZE.105040816,5,26.675113
SYN19623,5,26.703066
PZE.105040885,5,26.890327
PZE.105040897,5,26.914399
PZE.105040941,5,27.009026
PZE.105041019,5,27.070668
PZE.105041010,5,27.076337
PZE.105041009,5,27.076446
PZE.105040953,5,27.077352
PZE.105040969,5,27.080391
SYN17126,5,27.082444
PZE.105041033,5,27.114074
PZE.105041052,5,27.119584
SYN17122,5,27.121644
SYN17120,5,27.122011
SYN17131,5,27.122228
SYN17132,5,27.122256
PZE.105041065,5,27.124381
SYN17124,5,27.150891
PZE.105041173,5,27.221607
PZE.105041174,5,27.221864
PZE.105041177,5,27.223267
PZE.105041186,5,27.224343
PZE.105041198,5,27.267293
PZE.105041232,5,27.305824
SYN23294,5,27.414844
PUT.163a.4647702.2129,5,27.416106
PZE.105041270,5,27.503883
PZE.105041304,5,27.537836
PZE.105041346,5,27.663265
SYN22815,5,27.663309
SYN16093,5,27.702211
PZE.105041432,5,27.786484
PZE.105041476,5,27.789021
PZE.105041551,5,27.877781
SYN8590,5,27.881956
SYN8587,5,27.882018
SYN8583,5,27.882188
PZE.105041629,5,27.966161
PZE.105041910,5,28.136277
PZE.105041994,5,28.143511
PZE.105042109,5,28.215865
SYN32049,5,28.35521
PZE.105042255,5,28.401094
PZE.105042248,5,28.44608
PZE.105042279,5,28.464893
PZE.105042282,5,28.470118
PZE.105042331,5,28.647771
PZE.105042338,5,28.648616
PZE.100000158,5,28.699342
PZE.100000164,5,28.717189
PZE.100000219,5,29.071557
PZE.100000243,5,29.086645
PZE.100000258,5,29.197142
PZE.100000260,5,29.1976
PZE.105042359,5,29.240343
PZE.105042370,5,29.242145
PZE.105042378,5,29.291566
PZE.105042379,5,29.292102
PZE.105042386,5,29.298998
PZE.105042410,5,29.344333
PZE.105042435,5,29.465006
PZE.105042441,5,29.466322
PZE.105042442,5,29.46657
PZE.105042474,5,29.640667
PZE.105042526,5,29.70915
PZE.105042539,5,29.728048
PZE.105042550,5,29.728735
PZE.105042657,5,29.925373
PZE.105042687,5,29.936814
PZE.105042690,5,29.937149
PZE.105042735,5,30.011144
PHM9009.13,5,30.012112
PZE.105042741,5,30.0126
PZE.105042742,5,30.01353
PZE.105042765,5,30.103073
PZE.105042796,5,30.112995
PZE.105042856,5,30.119889
PZE.105042812,5,30.178925
SYN22121,5,30.238624
PZE.105042963,5,30.309049
SYN37049,5,30.318596
SYN37042,5,30.319982
PZE.105043067,5,30.327842
SYN8800,5,30.616464
PZE.105043202,5,30.619422
PZE.105043254,5,30.644079
SYN15779,5,30.76106
SYN15777,5,30.761064
SYN15778,5,30.774779
SYN15767,5,30.77582
PZE.105043361,5,30.781551
SYN15773,5,30.79096
SYN15775,5,30.79141
PUT.163a.74235970.3613,5,30.792189
PZE.105043494,5,30.858407
PZE.105043555,5,31.001336
SYN13939,5,31.014021
PZE.105043520,5,31.015101
PZE.105043519,5,31.015129
PZE.105043576,5,31.017558
SYN1678,5,31.026447
PZE.105043670,5,31.041954
PUT.163a.91873336.4773,5,31.151548
SYN1679,5,31.152263
SYN1682,5,31.152637
SYN1681,5,31.152698
SYN1685,5,31.152838
SYN1684,5,31.152843
PZE.105043718,5,31.154425
SYN1677,5,31.155291
PZE.105043824,5,31.283908
PZE.105043947,5,31.443288
PZE.105043948,5,31.443363
PZE.105043990,5,31.464167
ZM014286.0133,5,31.520428
PZE.105044057,5,31.564803
SYN26667,5,31.668064
SYN26666,5,31.669475
SYN26665,5,31.675376
PUT.163a.71309394.3097,5,31.675948
PZE.105044168,5,31.67733
PZE.105044182,5,31.694189
SYN14078,5,31.694834
PZE.105044188,5,31.696776
PZE.105044220,5,31.715979
SYN6248,5,31.845826
SYN6247,5,31.847628
PZE.105044255,5,31.850455
PZE.105044284,5,31.855166
PZE.105044304,5,31.877718
PZE.105044315,5,31.880629
PZE.105044425,5,31.924163
PZE.105044437,5,31.926061
PZE.105044450,5,31.931077
PZE.105044456,5,31.94617
PZE.105044555,5,32.022323
PZE.105044767,5,32.28017
PZE.105044798,5,32.372855
PZE.105044821,5,32.379424
PZE.105044893,5,32.481761
PZE.105044894,5,32.481922
PZE.105044895,5,32.482029
PZE.105044956,5,32.634639
SYN11799,5,32.68184
SYN5908,5,32.866567
SYN5907,5,32.86794
SYN11798,5,32.895553
SYN11795,5,32.89759
PZE.105045171,5,32.93884
PZE.105045252,5,32.941253
PZE.105045313,5,33.069115
PZB00869.4,5,33.071851
PZE.105045323,5,33.072015
PZE.105045324,5,33.072113
PZE.105045328,5,33.074063
PZE.105045340,5,33.085467
PZE.105045416,5,33.158444
PZA01563.1,5,33.304797
PZE.105045495,5,33.31805
PZE.105045531,5,33.323725
PZE.105045541,5,33.437545
PZE.105045591,5,33.515585
PZE.105045627,5,33.629669
PZE.105045696,5,33.664464
SYN13829,5,33.806593
PZE.105045828,5,33.844024
PZE.105045829,5,33.844198
PZE.105045830,5,33.84436
SYN13834,5,33.917111
SYN13832,5,33.918148
SYN13836,5,33.918537
SYN13835,5,33.918582
SYN13818,5,33.918895
SYN13820,5,33.919732
SYN20589,5,33.988707
SYN20591,5,33.988739
SYN20590,5,33.988917
SYN20592,5,33.988944
PZE.105045950,5,33.994167
PZE.105045953,5,33.998346
PZE.105045981,5,34.001143
SYN22261,5,34.065843
PZE.105046069,5,34.118137
PZE.105046105,5,34.32939
PZE.105046145,5,34.44405
PZE.105046187,5,34.605122
PZE.105046190,5,34.606352
PUT.163a.76291488.3952,5,34.629495
PZE.105046237,5,34.749198
PZE.105046245,5,34.753513
PZE.105046299,5,34.775129
PZE.105046323,5,34.819217
SYN28933,5,34.822957
PZE.105046364,5,34.918149
PZE.105046397,5,34.986936
SYN30639,5,35.021254
PZE.105046431,5,35.021299
SYN30636,5,35.030094
PZE.105046456,5,35.048432
PZE.105046457,5,35.048784
PZE.105046487,5,35.207521
PZE.105046526,5,35.212481
PZE.105046591,5,35.300164
PZE.105046598,5,35.300369
PZE.105046633,5,35.336834
PZE.105046728,5,35.650186
PZE.105046750,5,35.662875
PZE.105046760,5,35.669254
PZE.105046761,5,35.670154
SYN35465,5,35.731467
SYN35464,5,35.732434
SYN35470,5,35.732589
PZE.105046797,5,35.746839
PZE.105046830,5,35.79881
PZE.105046846,5,35.80464
PZE.105046853,5,35.808849
PZE.105046914,5,36.005652
PZE.105046942,5,36.025297
PZE.105046958,5,36.07732
PZE.105046961,5,36.083858
PZE.105046971,5,36.087305
PZE.105046996,5,36.11969
PZE.105047000,5,36.126544
PZE.105047074,5,36.305389
PZE.105047147,5,36.491681
PZE.105047166,5,36.497027
PZE.105047196,5,36.542194
PZE.105047208,5,36.552267
PZE.105047218,5,36.553788
PZE.105047220,5,36.553845
PZE.105047221,5,36.553879
PZE.105047225,5,36.560938
PZE.105047243,5,36.569165
PZE.105047262,5,36.614629
PZE.105047366,5,36.720245
PZE.105047394,5,36.853825
PZE.105047451,5,36.95416
PZE.105047482,5,36.977424
PZE.105047544,5,37.091387
PZE.105047597,5,37.122735
PZE.105047654,5,37.249055
PZE.105047666,5,37.249641
PZE.105047672,5,37.249843
PZE.105047717,5,37.277297
PZE.105047718,5,37.277406
PZE.105047745,5,37.278231
PZE.105047746,5,37.278254
PZE.105047762,5,37.278541
PZE.105047806,5,37.398539
SYN20454,5,37.458615
PZE.105047877,5,37.55879
PZE.105047908,5,37.647384
PZE.105047914,5,37.728633
SYN8631,5,37.730489
SYN8632,5,37.730607
SYN8629,5,37.741086
PZE.105047918,5,37.741854
PZA00981.3,5,37.742382
SYN8628,5,37.742574
PZE.105047945,5,37.856932
SYN34415,5,37.862081
PZE.105047974,5,37.864725
PZE.105047980,5,37.867069
PZE.105047985,5,37.867747
SYN39049,5,37.94664
PZE.105048035,5,38.035806
PZE.105048040,5,38.036411
PZE.105048052,5,38.053874
PZE.105048102,5,38.173743
SYN8946,5,38.224587
PZE.105048128,5,38.224819
PZE.105048147,5,38.29003
PZE.105048183,5,38.376585
PZE.105048196,5,38.384393
PZE.105048213,5,38.423427
PZA.000996001,5,38.500651
PZE.105048245,5,38.506321
PZE.105048264,5,38.601265
PZE.105048283,5,38.669959
PZE.105048357,5,38.813607
PZE.105048375,5,38.831563
PZE.105048376,5,38.831596
PZE.105048399,5,38.87302
PZE.105048404,5,38.879849
PZE.105048416,5,38.88358
PZE.105048417,5,38.883856
PZE.105048490,5,39.004756
PZE.105048468,5,39.008953
PZE.105048453,5,39.011725
PZE.105048447,5,39.015699
SYN29118,5,39.016185
SYN29120,5,39.016322
SYN29119,5,39.016341
PZE.105048548,5,39.208148
PZE.105048555,5,39.214256
SYN1664,5,39.42445
SYN1661,5,39.426909
SYN1665,5,39.427325
PZE.105048755,5,39.477647
SYN1660,5,39.478182
PZE.105048769,5,39.47864
PZE.105048850,5,39.696685
PZE.105048851,5,39.696766
PZE.105048860,5,39.699224
PZE.105048861,5,39.699284
PZE.105048899,5,39.822961
SYN26423,5,39.825137
PZE.105048907,5,39.826824
SYN26429,5,39.827847
SYN26425,5,39.828723
PZE.105048919,5,39.842356
PZE.105048959,5,39.897822
PZE.105048988,5,39.904756
PZE.105048994,5,39.906712
PZE.105049073,5,39.982118
PZE.105049109,5,40.110628
PZE.105049158,5,40.254831
PZE.105049179,5,40.362103
PZE.105049283,5,40.588174
PZE.105049333,5,40.65198
PZE.105049327,5,40.652689
PZE.105049320,5,40.652927
PZE.105049307,5,40.662261
PZE.105049305,5,40.662557
PZE.105049297,5,40.669977
PZE.105049290,5,40.678511
PZE.105049349,5,40.789662
PZE.105049350,5,40.789755
PZE.105049467,5,41.225405
PZE.105049483,5,41.287942
PZE.105049505,5,41.291404
PZE.105049512,5,41.293278
PZE.105049535,5,41.388572
PZE.105049540,5,41.393933
PZE.105049600,5,41.567145
PZE.105049606,5,41.581029
PZE.105049607,5,41.58106
PZE.105049609,5,41.581336
PZE.105049624,5,41.662947
PZE.105049623,5,41.66581
PZE.105049638,5,41.715286
PZE.105049671,5,41.816746
PZE.105049729,5,41.972518
PZE.105049746,5,42.010403
PZE.105049752,5,42.059742
PZE.105049775,5,42.138131
PZE.105049792,5,42.15049
PZE.105049822,5,42.19343
PZE.105049870,5,42.255994
PZE.105049872,5,42.256063
PZE.105049895,5,42.259328
PZE.105049915,5,42.323071
PZE.105049918,5,42.323254
PZE.105049957,5,42.326018
PZE.105049977,5,42.326977
PZE.105049978,5,42.327073
PZE.105049982,5,42.327192
PZE.105049985,5,42.327831
PZE.105049996,5,42.331976
SYN14867,5,42.332003
PZE.105050111,5,42.48552
PZE.105050047,5,42.490014
PZE.105050062,5,42.532646
PZE.105050068,5,42.534289
PZE.105050069,5,42.535113
PZE.105050083,5,42.558625
PZE.105050084,5,42.559117
PZE.105050094,5,42.564563
PZE.105050194,5,42.685761
PZE.105050183,5,42.686738
PZE.105050181,5,42.686894
PZE.105050173,5,42.689693
PZE.105050213,5,42.775019
PZE.105050316,5,42.873823
PZE.105050355,5,42.874514
PZE.105050369,5,42.874929
PZE.105050469,5,42.987492
PZE.105050537,5,43.081088
PZE.105050638,5,43.448215
PZE.105050668,5,43.592242
PZE.105050695,5,43.675826
PZE.105050696,5,43.676372
PZE.105050711,5,43.677311
PZE.105050713,5,43.677502
PZE.105050764,5,43.683478
PZE.105050778,5,43.688862
PZE.105050809,5,43.766486
PZE.105050810,5,43.766511
PZE.105050815,5,43.768262
PZE.105050833,5,43.77025
PZE.105050837,5,43.780321
PZE.105050855,5,43.825094
PZE.105050858,5,43.832228
SYN803,5,43.843772
PZE.105050862,5,43.844954
PZE.105050868,5,43.852208
PZE.105050879,5,43.853238
PZE.105050885,5,43.855021
PZE.105050911,5,43.898407
PZE.105051004,5,44.27172
PZE.105051020,5,44.332729
SYN2063,5,44.433857
SYN2058,5,44.435028
SYN2061,5,44.435476
PHM6795.5,5,44.435786
SYN2059,5,44.43592
SYN2065,5,44.488265
SYN2066,5,44.488366
PZE.105051179,5,44.651621
PZE.105051200,5,44.656874
PZE.105051568,5,45.824317
PZE.105051586,5,45.935961
PZE.105051594,5,45.938595
PZE.105051618,5,46.10086
PZE.105051636,5,46.139916
PZE.105051659,5,46.141731
PZE.105051668,5,46.14332
PZE.105051677,5,46.14911
PZE.105051692,5,46.186841
PZE.105051719,5,46.29227
PZE.105051720,5,46.294981
PZE.105051725,5,46.295962
PZE.105051765,5,46.452301
PZE.105051785,5,46.454387
PZE.105051793,5,46.455691
PZE.105051797,5,46.455864
SYN5356,5,46.457382
PZE.105051809,5,46.476399
SYN13545,5,46.555239
SYN13544,5,46.555302
SYN13546,5,46.556503
SYN13547,5,46.556556
SYN13538,5,46.566345
SYN13540,5,46.566668
SYN13541,5,46.566979
PZE.105051985,5,46.798315
PZE.105051986,5,46.79842
SYN31653,5,46.799823
SYN31654,5,46.800051
SYN31659,5,46.800279
SYN31658,5,46.80031
SYN31657,5,46.80866
PZE.105052218,5,47.119146
PZE.105052378,5,47.60439
PZE.105052387,5,47.605603
PZE.105052395,5,47.606394
PZE.105052402,5,47.606576
PZE.105052417,5,47.608115
PZE.105052445,5,47.610913
PZE.105052524,5,47.846776
PZE.105052556,5,47.960038
SYN27921,5,48.001937
PZE.105052646,5,48.173441
PZE.105052666,5,48.176561
PZE.105052667,5,48.176596
PZE.105052711,5,48.273918
PZE.105052725,5,48.303078
PZE.105052776,5,48.374927
PZE.105052778,5,48.376381
PZE.105052784,5,48.413219
PZE.105052834,5,48.473992
PZE.105052835,5,48.474198
PZE.105053100,5,48.659365
PZE.105053122,5,48.707727
PZE.105053157,5,48.709447
PZE.105053187,5,48.710519
PZE.105053283,5,48.86242
PZE.105053284,5,48.862525
PZE.105053296,5,48.862748
PZE.105053305,5,48.865354
PZE.105053370,5,48.92604
PZE.105053382,5,48.941341
PZE.105053408,5,49.031278
PZE.105053419,5,49.115113
PZE.105053473,5,49.186835
PZE.105053517,5,49.207005
PZE.105053583,5,49.283576
PZE.105053691,5,49.689952
PZE.105053740,5,49.810801
PZE.105053747,5,49.832407
PZE.105053774,5,49.856084
SYN1585,5,49.859368
SYN1582,5,49.859677
PZE.105053830,5,49.864962
PZE.105053845,5,49.865892
PZE.105053848,5,49.865968
PZE.105053856,5,49.866822
PZE.105053865,5,49.926799
PZE.105053870,5,49.928433
PZE.105053875,5,49.928742
PZE.105053908,5,49.935702
PZE.105053910,5,49.935876
PZE.105053916,5,50.050711
PZE.105053944,5,50.069078
SYN16219,5,50.071845
SYN16223,5,50.072161
SYN16222,5,50.072188
PZE.105053968,5,50.117373
PZE.105053986,5,50.120711
PZE.105053987,5,50.122012
PZE.105054058,5,50.371517
SYN19038,5,50.372231
SYN19035,5,50.373053
SYN19034,5,50.373746
PZE.105054099,5,50.438539
PZE.105054186,5,50.479044
PZE.105054177,5,50.479496
SYN8894,5,50.480324
PZE.105054156,5,50.481338
PZE.105054212,5,50.581757
SYN2297,5,50.581842
PZE.105054217,5,50.582521
PZE.105054249,5,50.686831
PZE.105054383,5,51.384509
PZE.105054417,5,51.388638
PZE.105054431,5,51.389824
PZE.105054460,5,51.391108
PZE.105054481,5,51.454593
PZE.105054485,5,51.45471
PZE.105054496,5,51.45613
PZE.105054501,5,51.456455
PZE.105054627,5,51.460547
PZE.105054634,5,51.460823
SYN6834,5,51.462515
SYN6835,5,51.462519
SYN6832,5,51.462666
PZE.105054666,5,51.465171
SYN6833,5,51.465237
PZE.105054694,5,51.522762
PZE.105054703,5,51.54728
PZE.105054819,5,51.721117
PZE.105054875,5,51.918001
PZE.105054935,5,52.089881
PZE.105054989,5,52.302256
PZE.105055000,5,52.30651
PZE.105055250,5,53.033629
PZE.105055251,5,53.033676
PZE.105055279,5,53.105844
PZE.105055280,5,53.105882
PZE.105055281,5,53.10625
PZE.105055282,5,53.107586
PZE.105055311,5,53.135298
PZE.105055332,5,53.159906
PZE.105055385,5,53.209952
PZE.105055418,5,53.248301
PZE.105055420,5,53.26551
PZE.105055451,5,53.269878
PZE.105055503,5,53.405961
PZE.105055537,5,53.426293
PZE.105055663,5,53.47411
PZE.105055665,5,53.474856
SYN23685,5,53.475542
PZE.105055668,5,53.477054
PZE.105055691,5,53.548685
PZE.105055696,5,53.551731
PZE.105055708,5,53.551918
PZE.105055821,5,53.564099
PZE.105055822,5,53.564128
PZE.105055856,5,53.644566
PZE.105055882,5,53.649617
SYN8808,5,53.653635
PZE.105055953,5,53.656263
PZE.105055986,5,53.800094
PZE.105056077,5,53.934569
PZE.105056273,5,54.202578
PZE.105056307,5,54.215264
PZE.105056389,5,54.389602
PZE.105056462,5,54.444818
PZE.105056471,5,54.445432
PZE.105056490,5,54.505269
PZE.105056557,5,54.640507
PZE.105056558,5,54.64057
PZE.105056632,5,54.807501
PZE.105056644,5,54.846417
PZE.105056721,5,54.943762
PZE.105056781,5,54.946442
PZE.105056823,5,54.948405
PZE.105056838,5,54.948944
PZE.105056913,5,54.992947
PZE.105056940,5,55.021047
PZE.105056998,5,55.250708
PZE.105057111,5,55.382289
PZE.105057114,5,55.382686
PZE.105057254,5,55.578704
PZE.105057270,5,55.582973
PZE.105057317,5,55.762332
PZE.105057324,5,55.811457
PZE.105057328,5,55.812356
PZE.105057331,5,55.81337
PZE.105057441,5,55.977224
PZE.105057439,5,55.977382
PZE.105057429,5,55.977778
PUT.163a.78109082.4284,5,56.047772
PZE.105057534,5,56.050821
SYN9189,5,56.077863
PZE.105057600,5,56.242113
PZE.105057634,5,56.243802
SYN1652,5,56.243924
SYN1653,5,56.244142
SYN1651,5,56.24425
SYN8944,5,56.391575
SYN8945,5,56.391607
PZE.105058012,5,56.393973
PZE.105057931,5,56.399267
SYN8932,5,56.401109
SYN8940,5,56.451587
SYN8939,5,56.451644
SYN8931,5,56.452305
SYN8937,5,56.45237
SYN8942,5,56.453738
PUT.163a.16920212.1045,5,56.806006
PUT.163a.16920212.1046,5,56.80619
SYN35740,5,56.807359
SYN35744,5,56.811645
SYN13465,5,56.871427
SYN13464,5,56.872025
PZE.105058682,5,57.220358
PZE.105058702,5,57.239169
PZE.105058722,5,57.276223
PZE.105058752,5,57.404885
PZE.105058759,5,57.409339
PZE.105058898,5,57.461428
SYN38516,5,57.461994
PZE.105058907,5,57.463668
PZE.105058932,5,57.534902
PZE.105058978,5,57.875992
PZE.105058994,5,57.889207
SYN1447,5,57.944881
PZE.105059093,5,58.032764
SYN8913,5,58.035714
SYN8912,5,58.035872
PZE.105059330,5,58.165601
PZE.105059355,5,58.165925
PZE.105059366,5,58.171769
PZE.105059371,5,58.172951
SYN15820,5,58.231769
SYN15822,5,58.231919
PZE.105059460,5,58.232499
SYN1422,5,58.554493
SYN1433,5,58.557355
SYN1432,5,58.557368
SYN1425,5,58.558382
