# Physical map (mm10) for Recla et al. (2019) DO data (https://doi.org/10.1097/j.pain.0000000000001571)
# nrow 74906
# ncol 3
marker,chr,Mbp_mm10
UNC17242121,9,118.857693
UNC17242146,9,118.859282
UNC17242183,9,118.860795
UNC17242210,9,118.862075
UNC17242238,9,118.863411
JAX00707408,9,118.86529
UNC17242302,9,118.865388
UNC17242344,9,118.867155
UNC17242364,9,118.867833
UNC17242410,9,118.869489
UNC17242440,9,118.870966
UNC17242494,9,118.872973
UNC17242518,9,118.874221
UNC17242565,9,118.876266
UNC17242574,9,118.876866
UNC17242647,9,118.880112
UNC17242679,9,118.881453
UNC17242709,9,118.882918
UNC17242743,9,118.884244
UNC17242756,9,118.885214
UNC17242800,9,118.887262
UNC17242819,9,118.888052
UNC17242871,9,118.889886
UNC17242904,9,118.891055
UNC17242948,9,118.893506
backupJAX00707425,9,118.897217
JAX00707427,9,118.89817
UNC17243368,9,118.91578
JAX00707438,9,118.942777
UNC17243871,9,118.94681
JAX00707441,9,118.951052
UNC17244291,9,118.970787
UNC17244498,9,118.980897
JAX00707443,9,118.9826
JAX00707447,9,118.987401
UNC17244882,9,119.014192
JAX00707454,9,119.04217
UNC17245169,9,119.043555
UNC17245447,9,119.062227
UNC17245665,9,119.086066
JAX00707467,9,119.109869
UNC17245934,9,119.114049
JAX00707469,9,119.114886
UNC17246250,9,119.139135
JAX00707472,9,119.164971
UNC17246742,9,119.188952
UNC17246952,9,119.214727
UNC17247123,9,119.236022
JAX00707490,9,119.255979
UNC17247267,9,119.256776
UNC17247573,9,119.286156
UNC17247811,9,119.310461
UNC17247981,9,119.334807
UNC17248287,9,119.359923
UNC17248658,9,119.390562
UNC17248827,9,119.397847
UNC17249163,9,119.42852
JAX00176271,9,119.444582
UNC17249419,9,119.458124
UNC17249651,9,119.482722
UNC17249997,9,119.50737
UNC17250364,9,119.532776
UNC17250744,9,119.556601
JAX00707560,9,119.569311
UNC17251060,9,119.579694
UNC17251520,9,119.606368
UNC17251765,9,119.626625
UNC17252321,9,119.664286
UNC17252616,9,119.682105
UNC17252875,9,119.696102
JAX00707582,9,119.705686
JAX00707594,9,119.731381
UNC17253567,9,119.736846
UNC17253755,9,119.751219
backupUNC090256482,9,119.76476
UNC17254036,9,119.770509
UNC17254516,9,119.803122
UNC17255158,9,119.842035
UNC17255591,9,119.882516
UNC17255752,9,119.899364
JAX00707638,9,119.905436
UNC17255984,9,119.925066
JAX00707642,9,119.925153
UNC17256203,9,119.95006
UNC17256525,9,119.974903
UNC17256743,9,119.997918
UNC17257177,9,120.031629
JAX00707660,9,120.044356
UNC17257567,9,120.049814
UNC17258323,9,120.098041
UNC17259016,9,120.145766
UNC17259510,9,120.171867
UNC17259932,9,120.196697
UNC17260201,9,120.210428
UNC17260804,9,120.247354
JAX00176333,9,120.249202
UNC17261085,9,120.261247
UNC17261577,9,120.29358
UNC17261955,9,120.315669
UNC17262466,9,120.342736
UNC17263127,9,120.378585
JAX00238395,9,120.382394
UNC17263428,9,120.395295
UNC090256644,9,120.431948
UNC17264117,9,120.432574
JAX00176346,9,120.450752
UNC17264522,9,120.456523
UNC17265221,9,120.491333
UNC17265657,9,120.517963
JAX00176353,9,120.537964
UNC17266014,9,120.541497
UNC17266184,9,120.565938
UNC17266587,9,120.587422
UNC17266868,9,120.604348
UNC17267311,9,120.642505
UNC17267666,9,120.66415
UNC17268096,9,120.697358
UNC17268392,9,120.715913
UNC17268773,9,120.737254
JAX00707803,9,120.738393
UNC17269153,9,120.762259
UNC17269725,9,120.794232
UNC17270323,9,120.831781
UNC17270902,9,120.866492
UNC17271249,9,120.889069
JAX00707834,9,120.908783
UNC17271730,9,120.919609
UNC17271851,9,120.930409
UNC17272040,9,120.958696
UNC17272290,9,120.97762
UNC17273026,9,121.018385
UNC17273208,9,121.033452
JAX00176391,9,121.036041
UNC17273453,9,121.046815
UNC17273929,9,121.08004
JAX00176394,9,121.087405
UNC17274321,9,121.106421
UNC17274719,9,121.125308
JAX00707899,9,121.141506
UNC17275314,9,121.157799
JAX00176402,9,121.18769
UNC17276167,9,121.208416
UNC17276359,9,121.218615
UNC091404453,9,121.243724
JAX00707935,9,121.243769
UNC17276852,9,121.257815
UNC17276995,9,121.267279
UNC_rs33696838,9,121.296615
UNC17277564,9,121.300577
UNC17278108,9,121.33901
UNC17278758,9,121.381382
UNC17279356,9,121.422804
JAX00176421,9,121.432345
UNC17279730,9,121.445824
JAX00708011,9,121.526196
UNC17282101,9,121.592273
UNC17282731,9,121.633937
UNC17283184,9,121.671065
UNC17283709,9,121.722267
backupJAX00708075,9,121.771517
JAX00708083,9,121.777907
UNC17284957,9,121.842277
JAX00176453,9,121.849403
UNC17285508,9,121.886661
JAX00708109,9,121.900133
UNC17286032,9,121.928711
UNC17286512,9,121.974408
UNC17287038,9,122.0134
JAX00176465,9,122.01524
UNC17287406,9,122.038672
UNC17288315,9,122.097144
UNC17288788,9,122.137886
UNC17289245,9,122.176815
UNC17289982,9,122.226686
UNC17290629,9,122.268544
JAX00176484,9,122.275826
backupUNC090387657,9,122.291899
UNC17291224,9,122.314482
UNC17291734,9,122.362546
UNC17292187,9,122.391553
UNC17292725,9,122.432787
JAX00708195,9,122.452292
UNC17293099,9,122.468275
UNC17293613,9,122.503922
JAX00708209,9,122.527696
UNC17294341,9,122.560269
UNC17295115,9,122.61829
JAX00176509,9,122.619846
UNC17295543,9,122.645906
UNC17296088,9,122.692268
JAX00708253,9,122.719246
JAX00708257,9,122.723657
UNC17296604,9,122.741313
JAX00708264,9,122.753402
UNC17296803,9,122.760633
UNC17297190,9,122.809888
UNC17297472,9,122.844574
JAX00176527,9,122.851336
UNC17297629,9,122.871986
UNC17297697,9,122.877131
UNC17297739,9,122.881097
UNC17297860,9,122.890516
UNC17297900,9,122.894258
UNC17297976,9,122.899954
UNC17298042,9,122.908094
JAX00176529,9,122.908122
UNC17298063,9,122.910551
UNC17298167,9,122.918896
UNC17298196,9,122.921443
UNC17298270,9,122.92825
UNC17298291,9,122.932886
UNC17298365,9,122.940127
UNC17298448,9,122.947049
UNC17298485,9,122.949645
UNC17298567,9,122.957126
JAX00708301,9,122.958894
UNC17298610,9,122.961216
UNC17298743,9,122.971401
UNC17298854,9,122.97898
UNC17298886,9,122.984607
UNC17298959,9,122.992285
UNC17298998,9,122.99645
UNC17299080,9,123.003105
UNC17299128,9,123.007454
JAX00176538,9,123.010264
UNC17299184,9,123.013075
UNC17299221,9,123.016815
UNC17299290,9,123.023803
JAX00708306,9,123.034318
UNC090256977,9,123.034916
UNC17299468,9,123.035671
UNC17299537,9,123.042283
UNC17299627,9,123.048684
UNC17299677,9,123.053093
UNC17299751,9,123.060134
UNC17299859,9,123.069184
UNC17300373,9,123.113391
UNC17300436,9,123.118084
JAX00708325,9,123.122302
UNC17301129,9,123.162616
UNC17301369,9,123.182119
backupUNC090257190,9,123.20416
UNC17302471,9,123.261519
UNC17302964,9,123.297436
UNC17303273,9,123.315194
JAX00708366,9,123.343539
UNC17303885,9,123.35343
UNC17304543,9,123.39534
JAX00238468,9,123.40936
UNC17305179,9,123.428268
JAX00176571,9,123.437974
UNC17305488,9,123.448702
UNC17305893,9,123.477709
UNC17306299,9,123.505527
UNC17307259,9,123.575726
JAX00708417,9,123.590594
UNC17307658,9,123.606239
UNC17307925,9,123.633933
UNC17308171,9,123.654813
UNC17308749,9,123.702746
UNC17308958,9,123.719952
UNC17309476,9,123.765357
JAX00176595,9,123.767451
JAX00708452,9,123.780502
UNC17309798,9,123.793124
UNC17310287,9,123.830483
UNC17310581,9,123.851843
JAX00708471,9,123.852993
JAX00708473,9,123.855486
JAX00708476,9,123.860994
UNC17310835,9,123.932027
UNC17310878,9,123.93592
UNC17310908,9,123.93854
UNC17310990,9,123.944988
UNC17311021,9,123.948589
UNC17311056,9,123.951826
UNC17311085,9,123.95599
UNC17311108,9,123.959334
UNC17311143,9,123.961951
UNC17311159,9,123.964686
UNC090261455,9,123.970379
UNC17311172,9,123.971263
UNC17311181,9,123.973013
UNC17311199,9,123.979216
UNC17311238,9,123.985021
UNC17311245,9,123.986816
UNC17311258,9,123.991095
UNC17311276,9,123.996677
UNC17311307,9,124.009865
UNC17311335,9,124.012829
UNC17311338,9,124.01382
UNC17311409,9,124.022342
UNC17311628,9,124.041014
UNC17311657,9,124.043326
UNC17311784,9,124.053888
UNC17311831,9,124.056586
UNC17311967,9,124.065785
UNC17312071,9,124.071306
UNC17312239,9,124.08438
UNC17312260,9,124.088122
UNC17312456,9,124.099463
UNC17312524,9,124.103952
UNC17312678,9,124.112276
UNC17312761,9,124.116045
UNC17312833,9,124.120445
UNC17312987,9,124.127525
UNC17313094,9,124.133797
UNC17313146,9,124.142171
UNC17313221,9,124.146163
UNC17313322,9,124.152886
JAX00014634,10,3.180584
backupUNC100008688,10,3.526917
CEAJAX00281949,10,3.781773
CEAJAX00281945,10,3.787489
UNC100007206,10,3.931835
UNC100006012,10,4.283063
backupUNC100004893,10,4.547253
backupUNC100004350,10,5.264788
backupUNC100355859,10,5.694661
JAX00281514,10,6.047388
JAX00014407,10,6.168391
backupUNC100003166,10,6.276797
UNC17323847,10,6.556819
JAX00014361,10,6.794285
JAX00281361,10,6.831927
JAX00281354,10,6.874663
JAX00281340,10,6.91837
JAX00014342,10,7.054184
JAX00281302,10,7.069739
JAX00281276,10,7.135427
JAX00282074,10,7.811239
UNC17374593,10,7.954825
CEAJAX00014673,10,8.057567
UNC17376161,10,8.061311
UNC17377242,10,8.118526
UNC100359678,10,8.154664
UNC17378460,10,8.207948
UNC17379782,10,8.282712
UNC17381028,10,8.368168
UNC17382044,10,8.443793
backupUNC100361223,10,8.527258
UNC17383433,10,8.531156
UNC17384739,10,8.625392
UNC17386182,10,8.713989
UNC17387979,10,8.819529
UNC17388740,10,8.868083
UNC17390191,10,8.957539
UNC17392185,10,9.072536
UNC17392398,10,9.084536
UNC100012363,10,9.210635
UNC17395140,10,9.270719
UNC17397568,10,9.409584
JAX00014777,10,9.46241
UNC17398395,10,9.468525
UNC17398899,10,9.505884
UNC17400795,10,9.608582
UNC17402110,10,9.698012
UNC17403164,10,9.765495
UNC17404314,10,9.859382
JAX00282541,10,9.894569
JAX00014811,10,9.90543
UNC17405188,10,9.936102
UNC17406429,10,10.055448
UNC17406755,10,10.089072
UNC17408166,10,10.217499
UNC17410060,10,10.394425
JAX00282608,10,10.432031
UNC17410695,10,10.461416
UNC100014193,10,10.468471
JAX00014858,10,10.53515
UNC17411691,10,10.558068
UNC17412481,10,10.644437
JAX00282639,10,10.658165
UNC101395304,10,10.667124
UNC17412832,10,10.678381
UNC17413891,10,10.75938
UNC17414352,10,10.789557
UNC17414802,10,10.822603
UNC17415216,10,10.844634
JAX00282682,10,10.907876
UNC17416649,10,10.938365
UNC17416856,10,10.9553
JAX00014891,10,10.974811
UNC17417592,10,11.021884
JAX00014898,10,11.048758
UNC17418421,10,11.087159
UNC17418776,10,11.118031
UNC17419393,10,11.156289
backupUNC100196659,10,11.173957
UNC17419588,10,11.184744
UNC17419803,10,11.231519
UNC17420178,10,11.278102
UNC17420461,10,11.309576
UNC17420806,10,11.327182
UNC17421538,10,11.369215
UNC17422269,10,11.417102
UNC17423411,10,11.482365
UNC17423826,10,11.512526
UNC17424327,10,11.560904
UNC100015018,10,11.575165
UNC17424659,10,11.598228
UNC17424909,10,11.634373
UNC17425343,10,11.685905
UNC17425535,10,11.714835
JAX00282838,10,11.739053
UNC17426140,10,11.760724
UNC17426465,10,11.785966
UNC17427216,10,11.839722
UNC17427279,10,11.841956
JAX00194630,10,11.874465
UNC17427774,10,11.891191
UNC17428367,10,11.929784
JAX00282885,10,11.940366
UNC17428823,10,11.962501
UNC100015468,10,11.990708
UNC17429381,10,12.007084
UNC17429712,10,12.034237
UNC17430523,10,12.091154
JAX00014976,10,12.092165
UNC17431065,10,12.119482
UNC17431923,10,12.195893
JAX00014984,10,12.208851
UNC17432130,10,12.220966
UNC17432746,10,12.281367
JAX00014989,10,12.289392
UNC17432981,10,12.300621
UNC17433685,10,12.347187
UNC17434452,10,12.411896
JAX00282959,10,12.439881
backuprs33542876,10,12.448285
UNC17435042,10,12.44898
UNC17435779,10,12.494714
UNC17436632,10,12.561322
UNC17437384,10,12.606079
UNC17437758,10,12.632423
UNC17438741,10,12.679481
UNC17439084,10,12.709704
JAX00015022,10,12.712133
UNC17439712,10,12.747314
JAX00283037,10,12.786472
UNC17441350,10,12.828828
JAX00283049,10,12.831139
UNC17442067,10,12.86216
UNC17442370,10,12.87949
JAX00283067,10,12.910508
UNC17443109,10,12.916871
UNC17444797,10,13.008886
UNC17445502,10,13.048643
JAX00015048,10,13.057775
UNC17445798,10,13.065436
UNC17446445,10,13.110451
JAX00283108,10,13.133621
UNC17447010,10,13.154091
UNC17447451,10,13.192473
backupUNC100016698,10,13.206528
UNC17447702,10,13.211949
JAX00283133,10,13.216692
UNC17448671,10,13.279682
UNC17448713,10,13.286307
UNC17449148,10,13.322646
UNC17449958,10,13.385784
JAX00283168,10,13.418504
UNC17450425,10,13.424884
UNC17450835,10,13.450093
UNC17451116,10,13.470507
JAX00015080,10,13.489603
UNC17451794,10,13.521766
UNC17452343,10,13.563168
UNC17452844,10,13.587493
JAX00283200,10,13.58853
backupUNC100017248,10,13.650436
UNC17454054,10,13.675794
UNC17454625,10,13.708159
UNC17455313,10,13.751461
JAX00015101,10,13.76589
UNC17455816,10,13.780488
UNC17456795,10,13.83128
JAX00015106,10,13.844405
UNC100170236,10,13.852671
UNC17457306,10,13.857456
UNC17457888,10,13.892725
UNC17458403,10,13.932838
UNC17458868,10,13.958541
UNC17459566,10,14.013915
JAX00283281,10,14.039844
UNC17460095,10,14.045648
JAX00283285,10,14.063225
UNC17460473,10,14.071881
UNC17460863,10,14.102582
JAX00283301,10,14.129549
JAX00283308,10,14.139249
UNC17461521,10,14.15484
UNC17462031,10,14.195347
UNC17462366,10,14.216709
UNC17463050,10,14.265879
JAX00015138,10,14.268017
UNC17463968,10,14.317688
UNC100018945,10,14.319814
UNC17464383,10,14.33888
UNC17464953,10,14.373731
UNC17465536,10,14.407764
UNC17466186,10,14.44625
UNC17466799,10,14.481737
UNC17467550,10,14.535338
UNC17467989,10,14.582171
UNC17468903,10,14.660444
UNC17469598,10,14.729976
UNC17470436,10,14.797956
UNC17471419,10,14.893022
UNC100019701,10,14.975683
UNC17473324,10,15.035891
UNC17474037,10,15.107253
backupUNC100020004,10,15.136508
UNC17474953,10,15.169748
UNC17475747,10,15.255453
UNC100020956,10,15.292384
UNC17478392,10,15.48144
UNC17479915,10,15.587703
UNC17481186,10,15.704536
JAX00283561,10,15.772629
UNC17482376,10,15.792319
JAX00015254,10,15.805407
backupUNC100277875,10,15.83167
JAX00015258,10,15.865924
UNC100021939,10,15.972488
UNC17485395,10,15.987431
UNC17486345,10,16.050247
JAX00015273,10,16.061835
JAX00283611,10,16.119358
JAX00015277,10,16.12009
UNC17487464,10,16.151205
UNC17489341,10,16.280359
UNC17490266,10,16.342881
UNC17492083,10,16.47363
UNC100022188,10,16.475934
UNC17493078,10,16.548994
UNC100022527,10,16.54906
UNC17493982,10,16.632842
JAX00015318,10,16.646268
UNC17494897,10,16.738738
UNC17496888,10,16.918503
JAX00283724,10,17.00803
UNC17498743,10,17.081156
UNC100203064,10,17.253978
UNC17501046,10,17.299595
UNC17502015,10,17.40697
UNC17502772,10,17.474398
JAX00283789,10,17.492135
UNC17503863,10,17.589879
UNC17504361,10,17.637038
UNC100023368,10,17.656096
UNC17505170,10,17.70168
backupUNC100203442,10,17.738916
UNC17505595,10,17.739329
UNC17506190,10,17.770303
UNC17506557,10,17.789143
UNC17507041,10,17.820266
UNC17507621,10,17.861939
UNC17507812,10,17.877934
JAX00015411,10,17.902812
UNC17508227,10,17.915517
UNC17508566,10,17.950637
JAX00283885,10,17.966019
JAX00283892,10,17.978269
UNC17509041,10,17.987761
UNC17509306,10,17.999035
UNC17509994,10,18.041719
UNC17510347,10,18.071458
UNC17510601,10,18.102366
UNC17511186,10,18.144599
UNC100203818,10,18.14691
UNC17511357,10,18.160721
JAX00283926,10,18.165758
UNC17511821,10,18.190512
UNC17512329,10,18.214154
UNC17512922,10,18.250397
UNC17513306,10,18.285362
UNC17513472,10,18.298913
JAX00283964,10,18.299595
UNC17513899,10,18.329621
backupUNC100204652,10,18.351193
UNC17514992,10,18.384499
UNC17515386,10,18.402907
UNC17515920,10,18.430798
UNC17516293,10,18.45336
UNC17516884,10,18.493224
UNC17517321,10,18.524079
UNC17517490,10,18.539196
JAX00284019,10,18.541336
UNC17518238,10,18.583279
UNC17518778,10,18.614179
UNC17520495,10,18.704534
UNC17521084,10,18.737359
JAX00284054,10,18.745973
UNC17521280,10,18.763086
UNC17521630,10,18.794632
UNC100024646,10,18.815132
UNC17521854,10,18.817398
UNC17522524,10,18.853652
JAX00284104,10,18.878922
UNC17522991,10,18.880631
JAX00284112,10,18.896297
UNC17523574,10,18.908657
UNC17524396,10,18.943314
UNC17524809,10,18.972268
JAX00015492,10,18.983345
UNC17525188,10,18.996826
JAX00284150,10,19.011361
UNC17525676,10,19.035165
UNC17526172,10,19.068301
JAX00284175,10,19.085398
UNC17527294,10,19.137894
UNC17527558,10,19.153132
UNC17528050,10,19.185746
JAX00284213,10,19.215605
JAX00015509,10,19.218053
UNC17528606,10,19.220163
UNC17529283,10,19.25711
UNC17529559,10,19.274408
UNC17530024,10,19.293847
UNC17530684,10,19.333045
UNC17531012,10,19.357531
UNC17531469,10,19.391795
UNC17531768,10,19.413257
UNC100206407,10,19.445699
UNC17532243,10,19.456538
UNC17532459,10,19.475193
UNC17532972,10,19.504514
UNC17533588,10,19.55892
UNC17533830,10,19.572898
JAX00284307,10,19.591069
UNC17534352,10,19.60907
UNC17534515,10,19.629096
UNC17534973,10,19.676114
UNC17535222,10,19.695345
backupUNC100206631,10,19.749544
UNC17536276,10,19.792548
UNC17536677,10,19.817556
UNC100511977,10,19.840443
UNC17537118,10,19.850567
UNC17537451,10,19.874282
UNC17538065,10,19.921692
UNC17538101,10,19.928499
JAX00015566,10,19.955197
UNC17538601,10,19.975146
UNC17538820,10,19.997785
UNC17539246,10,20.031903
UNC17539608,10,20.064442
UNC17539818,10,20.0778
JAX00284378,10,20.080266
UNC17540515,10,20.125002
UNC17540933,10,20.157533
UNC17541111,10,20.173481
JAX00284411,10,20.183662
UNC17541547,10,20.205895
UNC17542262,10,20.246182
JAX00284440,10,20.250574
JAX00284444,10,20.255067
JAX00284447,10,20.262608
UNC17542696,10,20.272596
UNC17542944,10,20.294231
UNC100028611,10,20.326919
UNC17543219,10,20.333058
JAX00284460,10,20.341965
UNC17543541,10,20.374335
UNC17543767,10,20.390704
UNC17544165,10,20.42199
UNC100028744,10,20.455396
UNC17544903,10,20.464198
UNC17545268,10,20.486022
JAX00284492,10,20.49204
CEAJAX00284493,10,20.493997
UNC17545520,10,20.503222
UNC17546059,10,20.54406
UNC17546381,10,20.573626
UNC17547137,10,20.635674
UNC17547409,10,20.664211
JAX00284534,10,20.670616
UNC17547841,10,20.692974
JAX00284545,10,20.730503
UNC17548370,10,20.737267
UNC17548489,10,20.744579
UNC17548876,10,20.771672
JAX00284563,10,20.797711
UNC17549187,10,20.801631
UNC17549305,10,20.811658
UNC17549374,10,20.816136
JAX00015629,10,20.821033
UNC17549490,10,20.825452
UNC17549595,10,20.836057
UNC17549752,10,20.848893
UNC17549823,10,20.855055
UNC17549874,10,20.863746
JAX00284576,10,20.87108
UNC17550077,10,20.874643
UNC17550132,10,20.879634
UNC17550288,10,20.88982
UNC17550458,10,20.90036
UNC17550528,10,20.908061
UNC17550619,10,20.918176
UNC17550701,10,20.925631
UNC17550826,10,20.933485
UNC17550954,10,20.94532
backupUNC100282118,10,20.951307
UNC17551024,10,20.955243
UNC17551068,10,20.961717
UNC17551129,10,20.968698
UNC17551233,10,20.977131
UNC17551378,10,20.990339
UNC17551407,10,20.996386
JAX00015643,10,21.004079
UNC17551463,10,21.00673
UNC17551539,10,21.016239
UNC17551626,10,21.022533
UNC17551716,10,21.032776
JAX00284601,10,21.0397
UNC17551877,10,21.043618
UNC17551998,10,21.050747
UNC17552135,10,21.058942
UNC17552330,10,21.070265
UNC17552442,10,21.077024
UNC17552547,10,21.086147
UNC17552648,10,21.095741
UNC17552720,10,21.100426
UNC17552818,10,21.110946
UNC17552907,10,21.119254
JAX00015652,10,21.130089
UNC17553039,10,21.131113
UNC100206803,10,21.174994
UNC17553749,10,21.200223
UNC17553999,10,21.225406
JAX00284650,10,21.246553
JAX00284661,10,21.299513
UNC17554926,10,21.317938
UNC17555347,10,21.368649
UNC17555875,10,21.405766
UNC17557585,10,21.505563
UNC17558122,10,21.535771
JAX00284720,10,21.536689
JAX00284721,10,21.54933
JAX00284728,10,21.562136
UNC17559025,10,21.586394
JAX00284760,10,21.61681
JAX00015693,10,21.651664
UNC17560248,10,21.667483
UNC17561202,10,21.715229
UNC17561763,10,21.763233
JAX00284806,10,21.764167
UNC17562405,10,21.80804
UNC17562912,10,21.839026
UNC17563454,10,21.883662
UNC17563918,10,21.923636
UNC17564996,10,21.989201
UNC17565276,10,22.013508
UNC17566519,10,22.074935
UNC17566954,10,22.123321
UNC17567090,10,22.141749
UNC17567562,10,22.208802
UNC17568509,10,22.463439
UNC17568866,10,22.493268
UNC100035411,10,22.515859
UNC17569381,10,22.567001
UNC17569657,10,22.600226
JAX00015759,10,22.613783
UNC17570032,10,22.642205
UNC17570402,10,22.677852
JAX00015763,10,22.692363
UNC17570763,10,22.730198
UNC17571146,10,22.783858
UNC17571594,10,22.812579
JAX00015772,10,22.822476
UNC17572342,10,22.865748
JAX00284990,10,22.90687
UNC100036264,10,22.949327
UNC17573877,10,22.958926
UNC17574195,10,22.981056
UNC17575581,10,23.082674
UNC17575991,10,23.112649
UNC17576789,10,23.177255
JAX00285035,10,23.180762
UNC17577320,10,23.214846
UNC17577832,10,23.247999
JAX00285056,10,23.301464
UNC17579002,10,23.30471
backupUNC100037240,10,23.337977
UNC17579680,10,23.346352
JAX00285073,10,23.387731
UNC17580457,10,23.394611
UNC17581029,10,23.426619
JAX00285085,10,23.439189
UNC17581707,10,23.498304
UNC17582444,10,23.555389
UNC17583002,10,23.59276
backupJAX00285124,10,23.627973
UNC17583549,10,23.667567
UNC17583832,10,23.69023
UNC17584286,10,23.72846
JAX00015844,10,23.761937
JAX00015845,10,23.769031
UNC17585459,10,23.826981
JAX00285168,10,23.85276
UNC17586020,10,23.879947
UNC17586313,10,23.902158
UNC17586853,10,23.946329
UNC17587732,10,23.999153
UNC17588271,10,24.039665
UNC17589105,10,24.094778
JAX00285222,10,24.119574
UNC17589551,10,24.134349
UNC17590025,10,24.177144
UNC17590573,10,24.210809
backupUNC100037574,10,24.253532
JAX00015882,10,24.266144
UNC17591728,10,24.279533
JAX00015883,10,24.279803
UNC17592034,10,24.295965
UNC17593072,10,24.362938
UNC17593936,10,24.405459
JAX00015894,10,24.408843
UNC17594264,10,24.425457
JAX00285297,10,24.443299
UNC17595177,10,24.490513
backupUNC100038293,10,24.526057
UNC17595723,10,24.533002
UNC17596674,10,24.577392
UNC17597636,10,24.629033
JAX00285346,10,24.631651
JAX00285347,10,24.631697
UNC100038807,10,24.644947
UNC17598408,10,24.660184
UNC17599064,10,24.695264
UNC17599986,10,24.74513
UNC17600381,10,24.773938
UNC17601198,10,24.818093
UNC17602100,10,24.891167
UNC17602510,10,24.91837
UNC101399094,10,24.959322
UNC17603259,10,24.967127
UNC17603801,10,25.002787
UNC17605288,10,25.074174
UNC17605673,10,25.098618
UNC17605965,10,25.12571
UNC17607009,10,25.182019
UNC17608165,10,25.23976
UNC100040684,10,25.293278
UNC17610061,10,25.333985
UNC17610578,10,25.360173
UNC17611240,10,25.403555
UNC17611786,10,25.456567
UNC17612183,10,25.493498
UNC100209649,10,25.503662
UNC17612962,10,25.54465
UNC17613470,10,25.568838
JAX00285629,10,25.573351
UNC17614273,10,25.609268
UNC17614962,10,25.657625
JAX00285664,10,25.694517
UNC17615761,10,25.702204
JAX00285668,10,25.70639
JAX00015992,10,25.729225
UNC17616751,10,25.762173
UNC17617217,10,25.787682
JAX00015998,10,25.804157
UNC17617682,10,25.852521
UNC17618481,10,25.915987
UNC17618508,10,25.918501
JAX00285709,10,25.926067
UNC17619183,10,25.982714
UNC17619631,10,26.025878
UNC17620218,10,26.070684
UNC17621118,10,26.138844
UNC17621935,10,26.203803
UNC17622423,10,26.230848
UNC100553118,10,26.283937
UNC17623206,10,26.285665
UNC17623950,10,26.334803
UNC17624647,10,26.382497
UNC17625482,10,26.434114
JAX00016045,10,26.445712
UNC17626655,10,26.499382
UNC17627487,10,26.554862
UNC100043776,10,26.565406
UNC17628197,10,26.606074
JAX00285831,10,26.629094
JAX00285834,10,26.632222
UNC17628830,10,26.645822
UNC100044291,10,26.689883
UNC17629695,10,26.696931
UNC17630038,10,26.714544
UNC17630257,10,26.735643
UNC17630322,10,26.740724
UNC17630531,10,26.758717
UNC17630575,10,26.761208
UNC17630844,10,26.77101
JAX00285862,10,26.772965
JAX00285865,10,26.777297
UNC17631016,10,26.7802
UNC17631095,10,26.784592
UNC17631327,10,26.794194
UNC17631576,10,26.809235
JAX00285872,10,26.811477
UNC17631787,10,26.818118
UNC17631972,10,26.827148
UNC17632010,10,26.831303
JAX00285874,10,26.834852
UNC17632099,10,26.839563
UNC17632221,10,26.84732
UNC17632435,10,26.85802
JAX00285878,10,26.859169
UNC17632499,10,26.862676
UNC17632653,10,26.871789
UNC17632756,10,26.879792
UNC17632801,10,26.883881
UNC17632912,10,26.89182
UNC17633101,10,26.901338
UNC17633302,10,26.916588
UNC17633348,10,26.922982
UNC17633413,10,26.935462
UNC17633450,10,26.939002
UNC17633625,10,26.949561
UNC17633728,10,26.956333
UNC17633804,10,26.961943
UNC17633949,10,26.969902
UNC17634014,10,26.975328
UNC17634074,10,26.982907
JAX00016086,10,26.985086
UNC17634231,10,26.992743
UNC17634352,10,27.001635
UNC17634621,10,27.014832
UNC17635445,10,27.060979
UNC17636665,10,27.129275
UNC17637240,10,27.167199
UNC17637901,10,27.211197
UNC17638183,10,27.239372
UNC17638658,10,27.28417
JAX00285949,10,27.303598
UNC17639594,10,27.334912
UNC100045775,10,27.342333
UNC17640010,10,27.365082
UNC17640770,10,27.4156
JAX00285988,10,27.432354
UNC17641593,10,27.468095
UNC17642097,10,27.500405
JAX00016127,10,27.524375
UNC17642822,10,27.540499
UNC17643226,10,27.564088
JAX00286021,10,27.593231
UNC17643974,10,27.622195
UNC17644533,10,27.661996
UNC17645205,10,27.701591
JAX00016143,10,27.746714
UNC17645528,10,27.749872
JAX00016147,10,27.804568
UNC17646266,10,27.805474
UNC17646422,10,27.828015
JAX00286098,10,27.832688
UNC17646797,10,27.862253
JAX00286108,10,27.862406
JAX00286115,10,27.877955
UNC17646968,10,27.878664
JAX00286119,10,27.879274
UNC17646982,10,27.881411
UNC17646997,10,27.885443
UNC17647004,10,27.886438
UNC17647053,10,27.892062
UNC17647088,10,27.897414
UNC17647105,10,27.89913
UNC17647127,10,27.901451
UNC17647164,10,27.903656
UNC17647169,10,27.910062
UNC17647286,10,27.915311
UNC17647311,10,27.917198
UNC17647350,10,27.919179
UNC17647592,10,27.935196
UNC17647912,10,27.95644
UNC17648269,10,27.993426
JAX00016162,10,28.003721
UNC17648728,10,28.016619
UNC17649424,10,28.064678
JAX00286144,10,28.064788
JAX00016170,10,28.08164
UNC17650162,10,28.110801
UNC17650852,10,28.152294
UNC17651293,10,28.187297
UNC17651750,10,28.218847
UNC17652252,10,28.256447
UNC17652686,10,28.283183
JAX00016183,10,28.288723
UNC17653128,10,28.315729
